Frequency Log(Hz), Gain (dB), Phase (deg)
3.35200000104604, -49.392504603679, 26.0706771295983
3.35300019327269, -40.2030977930859, 108.860374389688
3.35400023548018, -48.1603471595131, 175.219262285019
3.355000123417, -41.7817833513002, -155.370726275502
3.35599985286317, -39.7980737023734, -2.93953559092763
3.3569994196301, -51.2928980387838, 11.5399467462908
3.35800094802193, -43.282634329709, 49.6056748149763
3.35900017209777, -46.7259063115259, -49.6966381486951
3.35999922112733, -35.8239787422915, -138.748507370219
3.3610002048588, -32.2507433661284, -129.736441697737
3.3620009957244, -33.2165719688958, -169.032027515447
3.36299948566265, -37.6573647861654, 56.1758056595126
3.36399988376562, -39.7904310890752, -61.7508166189061
3.36500007717872, -43.2768040127599, -113.437658395136
3.36600006202461, -43.6696963678688, 127.764490349873
3.36699983445565, -41.9438075788352, -115.505992026424
3.36799939065373, -49.0422123276979, -162.314824145383
3.36900080205864, -43.4697440389865, 91.7606221022531
3.36999990968523, -42.6616994401749, -21.5233755487814
3.37100085550565, -32.1803053714995, 19.5950818952103
3.37199949968696, -39.3821626783269, 100.702476326064
3.37299996521292, -35.2701926811322, -164.378350461088
3.37400018278198, -39.0236871434045, 14.1536439321912
3.37500014881436, -38.6018385101706, -139.625445828266
3.37599985975849, -40.0191770493579, 166.98115920594
3.37699931209082, -35.8996424726535, -136.870716768392
3.37800053498238, -39.9250816515019, 52.2160647207286
3.37899945496189, -37.5155589280318, 171.544338305682
3.38000012926693, -37.8070463156745, -48.1144996803193
3.38100052185388, -36.4280210114106, -120.497186126597
3.38200062937299, -43.9009207977408, 178.380885298957
3.38300044850153, -40.2953917310846, 171.370895609634
3.38399997594366, -45.6343087427712, 60.0355674793658
3.38499920843023, -35.7186261215284, -115.978966667369
3.38600013828675, -36.6435921268756, -117.513741376444
3.38700075755305, -44.0925949777671, -149.208861602237
3.38799907668007, -45.1988548391348, 140.975977725566
3.3889990698984, -45.8122286180156, -93.3471817896226
3.39000072040027, -50.0427369986457, -141.375965630265
3.39100006602485, -41.0917758316779, -128.107125257584
3.39199908554776, -45.1415420559545, -94.8310778024806
3.39299973960645, -36.5222824592637, 117.610785646055
3.39400005251124, -28.949629158621, 156.75963814252
3.39500002132278, -28.3825221125178, 139.299831227598
3.39599964312658, -27.1459557586691, -153.185013758513
3.39700086068774, -23.1958419467962, -157.833267556793
3.39799977536135, -29.3483149192598, 4.35153166522004
3.39900027116139, -24.9955232042306, -71.7100051217089
3.40000039965217, -28.4613029891493, -95.6927944069693
3.40100015807689, -25.6023686167221, 85.1694396881454
3.40199954370266, -25.1048594149225, 176.568656210332
3.40300047278145, -24.7158988839698, -12.3920802948186
3.40399910029804, -26.0146690499621, 160.899854204671
3.40499925712033, -25.1596188956269, -118.05335955076
3.40600092743295, -23.1916508860822, -144.694194829729
3.40700029277721, -25.0932224139453, 98.9763339442051
3.40799926073699, -23.5091734569785, -37.4404645076938
3.40899972141295, -29.2814814079536, 89.3068591650411
3.40999977095989, -24.7258093564273, 21.6539669024183
3.41099940692372, -26.7991326369605, 11.6228140302177
3.4120005064756, -26.4038703984791, 119.312333806383
3.41299930368214, -24.5333296118267, -96.6772222790026
3.41399955105919, -27.8468019048647, 75.6492005748425
3.41499936667315, -27.6609992371492, 19.1887705580392
3.4160006105852, -26.2273995362798, -120.823896212916
3.41699955148861, -25.6028717562422, -138.706612145555
3.41799990759421, -29.4293319727979, -129.850895351523
3.41899981432192, -27.9716304685689, -80.1619737280787
3.41999926948281, -27.4248431564667, -128.846856001936
3.42100011196262, -35.3498620645856, 123.899458777537
3.42200049009597, -34.9147691732679, -173.653603319049
3.42300040179098, -25.0274226617171, -74.7117476789877
3.4239998449761, -31.6433012468431, 66.9255557468922
3.42500064177263, -28.5751385815492, 44.6197324172945
3.42599913761457, -22.9803154591143, 99.7155989283684
3.4270007904531, -27.9684974412234, -9.02823868376146
3.42800013840361, -26.5680014628383, -11.1674115166109
3.42900080695251, -25.621035256549, 59.9228506331311
3.42999917513582, -20.0167743225345, -31.1602578216415
3.43100065096009, -20.0377732704118, -24.7161558924541
3.43199982270996, -22.3626651032335, -17.7547080009904
3.43300028272883, -23.0845794716655, 164.080263657246
3.43400023010019, -29.3415366429921, 117.208572710816
3.4349996630701, -22.9051830782559, 115.54739658513
3.4360003584536, -25.8109040127198, 5.4737601369749
3.4370005278076, -18.4165767761171, -75.3316555606309
3.43800016946755, -18.0514237090167, -24.9744466905542
3.43899928178682, -19.7327168067877, 97.8374756699775
3.43999962538423, -27.4331099415156, -150.077524168286
3.44099942830351, -22.4341279551924, 90.8448577245548
3.44200044313297, -19.2764287928746, -173.012737057271
3.44299915600631, -20.8874681181853, -7.51425560174715
3.44400081576695, -24.77887175853, -15.5589136801955
3.44500017060774, -28.8970811871288, 77.6686916433993
3.44600070724767, -24.8639563781001, 17.9157276263557
3.44700067819475, -23.7728224842422, 42.7174209826593
3.44800008205992, -25.9966334197064, -11.7113592885257
3.44900064357024, -32.4375988666104, 9.07447243019799
3.45000062733646, -23.8371448388353, 59.1710907444984
3.45100003205231, -29.3582496241498, 137.824571549568
3.45200057064507, -26.8723049448741, -147.654658841733
3.4530005197443, -26.9241018995201, -5.85377558536865
3.45399987812503, -33.0044286442174, -48.1223577390055
3.45500034699562, -29.673810118603, -132.202789704242
3.45600021492054, -27.9908183662928, 159.804428769496
3.45699948075459, -31.5311036360339, 10.318290316413
3.45799983406806, -30.0810587909561, -21.6335900850628
3.45899957527645, -37.2478369218946, 177.312565494115
3.46000038624321, -30.1927925310284, -102.519382750996
3.46100057524928, -29.7712423770735, 142.189774319726
3.46200014129038, -24.0996696066026, 122.880465344212
3.46300075472008, -31.3531651115477, -46.5136527785494
3.46400073553709, -31.7935585040919, 165.671514669736
3.46500008281288, -35.1699355515445, -122.531502946302
3.46600045547196, -35.4231614217135, -55.2364181373008
3.46700018514696, -29.9292504808574, -49.3984758179736
3.4679992709836, -32.8234185045768, 90.3803928919949
3.4689993605581, -35.1577532251552, 97.5732086926425
3.47000044167513, -43.9432492075833, 141.396683307103
3.47099922053151, -41.4423412844796, 131.92734190841
3.47200061890541, -47.0967994705004, -40.5355787823206
3.47299971356087, -36.680405820375, -78.0552179050443
3.47399977417188, -53.085886609107, 86.8174993221242
3.47500078880388, -39.3913511777535, 120.154425597341
3.47599950148068, -44.2292782220336, -177.252696245212
3.47700077775805, -42.3489268086938, -84.4463026641729
3.47799975087807, -43.3194751101969, -79.7090163695553
3.47899965320502, -43.3204662487078, 178.670468711138
3.48000047306087, -34.5437425967654, -114.745704640861
3.48100059534487, -41.627471569251, -78.2343523949239
3.48200001957411, -40.5509886701336, -81.1423017429015
3.48300034139892, -33.6065056750561, 76.731055029542
3.48399995690279, -34.7381054943395, 95.3018659374527
3.48500045445688, -38.1227186578645, 178.873604440887
3.48600023756555, -39.3931226952141, 110.21037369248
3.48699930586573, -34.8489595623611, -124.397249972113
3.48799923686023, -42.5338113263028, -35.356929296425
3.48900001932818, -47.6187285724916, -32.3052950757502
3.49000007151029, -50.7640906094169, -121.973942998407
3.4909993931496, -41.3867548179586, -47.1551990589768
3.49199954738737, -43.8995896572484, 134.240432950084
3.49300052320511, -38.4970185764662, -120.499647797052
3.49400075344704, -32.9770737726743, 122.695096750914
3.49500023795955, -38.4517787960216, 115.289901628468
3.49600052564991, -40.7218872819008, -132.773635519847
3.4970000602141, -36.7755125219644, -105.641562476594
3.49800038349298, -37.1816994806046, -157.846040374569
3.49899994638182, -35.3692656152859, -170.359117979507
3.50000028368695, -35.4106449035516, -122.727525547894
3.50099985346972, -39.4397843470418, -41.0490779618193
3.50200018353377, -47.553547977579, 147.738208349288
3.50299973907331, -42.531806694974, 175.369781847023
3.5040000409212, -45.4885794945909, -103.055413399611
3.50499956137125, -29.4627089264624, -134.770013973615
3.50599981431742, -25.9236078988781, 153.917804065136
3.50699927911992, -27.3360099524233, 110.975984235218
3.50799946276568, -31.3487521509542, -118.043004761779
3.50900035501878, -32.9421370937636, 178.632213038684
3.51000044579158, -39.3111828790639, 43.8525169138087
3.51099973531686, -32.6946979122423, 155.846503928771
3.51199971685784, -36.3190888534803, 171.136513503678
3.51300038036747, -46.191775169734, -3.14258310345055
3.51400022969683, -37.1962372781832, -66.1286798414645
3.51499926516859, -39.2591947116734, 43.7218853303572
3.51600044578286, -45.9737545005304, -52.1584700878536
3.51699932367934, -40.7049155820495, -34.6013225625284
3.51800032705101, -34.8746356838716, 148.491745952875
3.51900049766847, -43.1849724352025, -86.6575860969456
3.51999983597902, -35.0314890862392, -128.522948940971
3.52099980483673, -28.628403594542, 77.5820669957592
3.52200039461799, -23.3083173554271, -131.17717709174
3.52300014007657, -25.1855913856429, 98.078793026078
3.52400049407574, -23.8942270771161, -179.352339043861
3.52499999814705, -27.287751886411, 133.509825697787
3.52600009852317, -25.953329277313, 156.0055838269
3.52699934348029, -25.4634698129573, -8.56689713363417
3.52800061166888, -25.3426224048192, 58.0970424773083
3.52899957673728, -27.3894353737121, 26.3874902439553
3.53000054648593, -46.2379249705286, 34.785860149213
3.5310006435959, -47.3148087123644, 11.8685267169571
3.5319998687898, -39.2570567337159, -131.774553439306
3.53299964534128, -38.8217484147831, 0.401467948941771
3.53399996417558, -40.0054986542426, 159.958618977832
3.53499940026224, -42.4576599629207, -164.706146503408
3.53599936715549, -48.6867764959928, -172.346451368762
3.53699985591832, -44.7751492033785, 32.1075005537544
3.53799945140539, -44.5654485351261, 9.32508365441434
3.53899955751585, -42.4985725965472, -115.62484815489
3.54000016544894, -45.3398348791118, 143.58154376506
3.54099986987705, -43.599644686955, -150.163117826007
3.54200006510864, -47.9638494238292, -139.074076935557
3.54299935231495, -47.4036659338298, 42.3525647073326
3.54400050640682, -37.8271875553729, 176.692984701077
3.54499935790276, -42.2243042857605, 44.5161503806639
3.54600005916852, -40.8392388500958, 14.1291353574916
3.54699983733894, -46.6974566339776, -47.1420313421115
3.5480000677388, -42.0423887268627, -89.8785468008952
