Frequency Log(Hz), Gain (dB), Phase (deg)
3.28000066516452, -0.00359081875605619, -3.45702287114237
3.28999964806923, 0.00894419776766321, -3.76496126375551
3.29999987899284, 0.0862757299070666, -3.55870204334642
3.3100009064394, -0.05782942002411, -4.17369190300022
3.31999987650906, -0.016107010096954, -3.90102457620782
3.33000088668746, 0.0268364536715159, -3.97206377771213
3.34000089554095, 0.00728475882940039, -4.47507638060546
3.34999918370013, 0.0203519446391168, -3.71396824016002
3.35999922112733, 0.0104351688025687, -4.84593400128302
3.36999990968523, 0.118321494016032, -4.38938836935066
3.38000012926693, -0.0351547891396412, -4.18394082405467
3.39000072040027, 0.110093515243715, -4.80910418683036
3.40000039965217, -0.0032879178164671, -4.9413978531075
3.40999977095989, 0.0686418485117681, -5.09234583792639
3.41999926948281, -0.0669198974845134, -5.09256614988427
3.42999917513582, -0.0253819487643555, -5.04566519527272
3.43999962538423, -0.013050504894423, -5.53030217732568
3.45000062733646, 0.105808559857461, -5.10768740241235
3.46000038624321, -0.00381396032913995, -6.33972387735082
3.47000044167513, 0.0325511587041254, -4.64399037333591
3.48000047306087, -0.102818844162932, -4.9252644859056
3.49000007151029, 0.0380212706009116, -5.07758324418374
3.50000028368695, 0.102259501282158, -5.54012174690639
3.51000044579158, 0.0495469939187968, -5.68760549410443
3.51999983597902, 0.0608948080990312, -6.54022870853269
3.53000054648593, -0.0213271527368356, -5.71788063117173
3.54000016544894, -0.0410664670848326, -5.90406881256415
3.5500004837399, 0.0181735934776147, -7.10194619777639
3.56000034233988, 0.0662082293983371, -6.88176760470973
3.56999987537442, 0.140897032802143, -5.51338617977948
3.58000036620633, 0.101363610977681, -7.03339064644351
3.59000037062522, -0.0821746090276222, -9.03583062229782
3.59999967553901, 0.130251899228571, -6.67428515964424
3.61000035499485, 0.0195851167608746, -8.90040749745716
3.61999952256506, -0.128075013381821, -4.88650893527096
3.63000012279468, -0.124636183084362, -6.52343557502403
3.64000027259579, 0.0517612766892509, -9.32544759438511
3.65000031250735, -0.094266913451108, -7.8886166841127
3.66000043683708, -0.000972135674237628, -8.32554876443774
3.66999966825387, 0.0758761575207988, -7.90989021118358
3.68000004374663, -0.0144623925043143, -8.68484411687372
3.6900003280621, 0.146773414529702, -10.4150428208216
3.70000024672607, -0.0507686956336407, -8.84205708510059
3.71000038030446, 0.113048112244201, -10.8615527374087
3.72000021619148, 0.0793390887198401, -10.9749108818554
3.73000007497935, -0.0122189404914007, -8.23725267757196
3.7400001323929, -0.00793836648476635, -10.748523173456
3.75000043149688, 0.147765105789021, -11.4032355133102
3.7600000507659, 0.307130562572159, -13.1569540185164
3.76999968375421, -0.548838542770829, -11.3968603734451
3.77999984637125, 1.25721263468842, -4.87863549968776
3.79000010376545, 0.0373190712941565, -11.4639302309844
3.79999994245353, 0.0697482082332801, -11.538053655644
3.81000028227977, 0.0389636366965638, -11.8277307284014
3.819999640154, 0.0519494687987653, -12.1819574019943
3.83000013939056, 0.0330196110162309, -12.2727157650174
3.84000008860648, 0.0485547707966543, -12.7638893101473
3.84999988708257, 0.0415880157555395, -13.1235908790843
3.85999978283461, 0.0529727832196851, -13.3390981771505
3.86999988517089, 0.0498469154112898, -13.4849850788346
3.8800001765574, 0.0458696783907795, -13.9669844658093
3.88999989855581, 0.0614974886950906, -14.2908603393036
3.90000007769864, 0.0370370155341578, -14.5537000815521
3.90999974083463, 0.0629401778636555, -14.8418098149258
3.92000021954807, 0.0961650320272461, -15.3112116037031
3.92999975792744, 0.0810902559796992, -15.7922348444475
3.93999998444321, 0.0762551557169603, -15.9277425022162
3.95000008725584, 0.0594609333063207, -16.4142838922549
3.95999974191952, 0.0852085799637317, -16.7012858907106
3.9700000975312, 0.107305361711639, -17.1757580770962
3.98000005040756, 0.0708718790467875, -17.7992859361082
3.98999996860007, 0.129429635646223, -18.0157493557627
4.00000007128752, 0.0959817280429746, -18.4495307577371
4.00999996689206, 0.0929508640955894, -18.6672476959133
4.02000010935722, 0.0919659874624778, -19.2742327909194
4.02999988940486, 0.112359960931647, -19.8776330630743
4.03999996383916, 0.142390815498181, -20.1014936993694
4.04999994902654, 0.1391258376466, -20.9221181028907
4.05999980149489, 0.131815012526276, -21.2194642277656
4.07000019162784, 0.10756461161258, -21.9060817150626
4.07999999776082, 0.17441161401936, -22.3499987083262
4.09000005468177, 0.112001467012207, -22.9800715453114
4.09999984976113, 0.135403380473516, -23.411931475063
4.10999992996013, 0.166718020921253, -24.0631916746718
4.11999994028404, 0.172917121766206, -24.5935745384018
4.13000016019509, 0.160654500122817, -25.1801689781925
4.14000002410004, 0.158731493343332, -25.7512045064557
4.14999993148458, 0.188200823420545, -26.4253730840379
4.16000012996086, 0.17802089196404, -26.932897902792
4.17000007158053, 0.190651273254623, -27.6318837911649
4.18000010281569, 0.170389170077947, -28.6390882009345
4.19000010940857, 0.212908567901894, -29.1849302489366
4.19999987063232, 0.228924899331021, -29.9400590396661
4.20999996715135, 0.201995657041261, -30.5496805211208
4.21999993354744, 0.249200730469524, -31.0492761483815
4.23000008655851, 0.227627147548954, -32.1685603364667
4.2400000392934, 0.250294459675576, -32.990431501085
4.24999986879084, 0.204658072048121, -33.846895657017
4.26000006254655, 0.269209425948292, -34.7481164556985
4.26999990483888, 0.27024202940852, -35.6232725286504
4.27999990100037, 0.273934938027013, -36.5093250685115
4.28999989699274, 0.292660551649122, -37.3192265242875
4.29999987899284, 0.317052272193533, -38.0130462041347
4.30999995556042, 0.356232853780373, -39.4678097895306
4.32000010881788, 0.308546889687321, -40.292811015651
4.32999997860509, 0.346059296204317, -41.4241864655231
4.3400000081291, 0.337947864085865, -42.5491335875883
4.35000005091369, 0.359483908297157, -43.5000794645217
4.36000006860065, 0.402110298220069, -44.7144905063746
4.36999990968523, 0.439475797011989, -45.601673336246
4.37999992693443, 0.452328459528332, -47.3419426786178
4.38999992949339, 0.435848869233936, -48.2762359499973
4.40000001320024, 0.516702669062409, -49.8619627404705
4.40999995978764, 0.509616722112166, -50.8619387120217
4.42000000760123, 0.479782082942664, -52.5559755149364
4.43000007678183, 0.483416316578515, -54.0384693552971
4.43999997783291, 0.497453071125369, -55.3900550115902
4.44999993848529, 0.507041003822652, -57.0290249003836
4.46000004965766, 0.537870892781134, -58.3813629941262
4.46999994828921, 0.496608275237749, -60.2082149436495
4.47999999090583, 0.601996490110079, -61.9020974240508
4.49000007151029, 0.552209957079113, -64.0139462846126
4.49999997671722, 0.543596795849694, -65.0383144540939
4.50999999581831, 0.552613931926362, -67.2609538961024
4.519999982556, 0.581199559840746, -69.3147284696288
4.52999997352446, 0.558338037249748, -71.6709771240214
4.54000002546907, 0.539987198210822, -74.1666110172
4.54999993656588, 0.554704422129386, -76.3412584101969
4.55999994130071, 0.477153736417732, -77.9669329029424
