Frequency,Magnitude_dB,Phase_deg
58.3130511352622,-166.90995729323,-89.9643963681525
58.988964255085,-166.609657276161,-89.9639836820982
59.6727119597331,-166.309357265696,-89.9635662125408
60.3643850607587,-166.009057261989,-89.9631439040337
61.0640754223204,-165.708757265197,-89.9627167004877
61.7718759733849,-165.408457275482,-89.9622845451633
62.4878807200689,-165.108157293009,-89.9618473806635
63.2121847581246,-164.807857317947,-89.9614051489256
63.9448842855694,-164.507557350468,-89.9609577912145
64.6860766154633,-164.207257390749,-89.9605052481137
65.4358601888324,-163.906957438971,-89.9600474595182
66.194334587744,-163.60665749532,-89.9595843646264
66.9616005485322,-163.306357559984,-89.9591159019317
67.7377599751775,-163.006057633158,-89.9586420092147
68.5229159528406,-162.70575771504,-89.9581626235348
69.3171727615541,-162.405457805833,-89.9576776812217
70.1206358900718,-162.105157905746,-89.9571871178672
70.93341204988,-161.804858014989,-89.9566908683163
71.7556091893693,-161.504558133782,-89.9561888666591
72.5873365081725,-161.204258262347,-89.9556810462215
73.4287044716677,-160.903958400911,-89.9551673395564
74.2798248256492,-160.603658549708,-89.9546476784352
75.1408106111697,-160.303358708977,-89.9541219938381
76.0117761795533,-160.00305887896,-89.9535902159456
76.8928372075831,-159.70275905991,-89.9530522741286
77.7841107128649,-159.40245925208,-89.9525080969395
78.6857150693685,-159.102159455733,-89.9519576121022
79.5977700231499,-158.801859671136,-89.9514007465033
80.5203967082548,-158.501559898563,-89.9508374261813
81.4537176628074,-158.201260138296,-89.950267576318
82.3978568452852,-157.90096039062,-89.9496911212273
83.352939650982,-157.600660655829,-89.9491079843464
84.3190929286626,-157.300360934223,-89.9485180882244
85.2964449974102,-157.000061226111,-89.9479213545132
86.285125663669,-156.699761531807,-89.947317703956
87.2852662384838,-156.399461851632,-89.9467070563776
88.2969995549409,-156.099162185916,-89.9460893306734
89.3204599858097,-155.798862534996,-89.9454644447985
90.3557834613893,-155.498562899218,-89.944832315757
91.4031074875623,-155.198263278934,-89.9441928595912
92.4625711640574,-154.897963674505,-89.9435459913698
93.5343152029239,-154.597664086302,-89.9428916251772
94.61848194722,-154.297364514702,-89.9422296741018
95.7152153899187,-153.997064960093,-89.9415600502247
96.8246611930312,-153.69676542287,-89.9408826646077
97.946966706954,-153.39646590344,-89.9401974272817
99.082280990038,-153.096166402216,-89.9395042472347
100.230754828387,-152.795866919624,-89.9388030323995
101.392540755882,-152.495567456098,-89.9380936896421
102.567793074442,-152.195268012083,-89.9373761247485
103.756667874519,-151.894968588033,-89.9366502424127
104.959323055823,-151.594669184414,-89.9359159462241
106.1759183483,-151.294369801702,-89.9351731386541
107.406615333343,-150.994070440385,-89.934421721044
108.651577465254,-150.693771100961,-89.9336615935912
109.91097009295,-150.393471783942,-89.9328926553362
111.184960481927,-150.093172489849,-89.9321148041492
112.473717836475,-149.792873219217,-89.9313279367166
113.777413322149,-149.492573972593,-89.9305319485269
115.096220088503,-149.192274750537,-89.9297267338574
116.430313292088,-148.891975553621,-89.9289121857598
117.779870119712,-148.591676382432,-89.9280881960458
119.145069811978,-148.29137723757,-89.9272546552732
120.526093687084,-147.991078119648,-89.9264114527311
121.923125164911,-147.690779029294,-89.925558476425
123.336349791378,-147.390479967152,-89.9246956130624
124.765955263087,-147.090180933879,-89.9238227480373
126.212131452255,-146.789881930149,-89.9229397654153
127.675070431927,-146.489582956649,-89.9220465479178
129.154966501488,-146.189284014085,-89.921142976907
130.652016212472,-145.888985103178,-89.9202289323695
132.166418394661,-145.588686224667,-89.9193042929009
133.698374182495,-145.288387379306,-89.9183689356892
135.248087041788,-144.988088567869,-89.9174227364988
136.815762796747,-144.687789791146,-89.9164655696538
138.401609657313,-144.387491049947,-89.9154973080217
140.00583824681,-144.0871923451,-89.9145178229959
141.62866162992,-143.786893677453,-89.9135269844789
143.270295340983,-143.486595047873,-89.9125246608652
144.930957412622,-143.186296457247,-89.9115107190236
146.610868404698,-142.885997906485,-89.9104850242795
148.31025143361,-142.585699396514,-89.9094474403969
150.029332201922,-142.285400928287,-89.9083978295607
151.768339028341,-141.985102502776,-89.9073360523579
153.527502878042,-141.684804120978,-89.9062619677596
155.307057393346,-141.384505783911,-89.9051754331016
157.107238924745,-141.08420749262,-89.9040763040661
158.928286562298,-140.78390924817,-89.9029644346619
160.770442167382,-140.483611051654,-89.9018396772057
162.633950404819,-140.183312904189,-89.9007018823017
164.519058775366,-139.88301480692,-89.8995508988224
166.42601764859,-139.582716761017,-89.8983865738881
168.35508029612,-139.282418767677,-89.8972087528468
170.306502925284,-138.982120828125,-89.8960172792536
172.280544713139,-138.681822943616,-89.8948119948497
174.277467840892,-138.381525115433,-89.8935927395418
176.297537528721,-138.081227344889,-89.8923593513804
178.341022071001,-137.780929633329,-89.8911116665383
180.408192871938,-137.480631982127,-89.8898495192893
182.499324481615,-137.180334392691,-89.8885727419856
184.614694632455,-136.88003686646,-89.8872811650356
186.754584276108,-136.579739404908,-89.8859746168819
188.919277620767,-136.279442009544,-89.8846529239777
191.109062168914,-135.97914468191,-89.8833159107644
193.324228755505,-135.678847423586,-89.8819633996478
195.565071586595,-135.378550236187,-89.8805952109746
197.831888278416,-135.078253121367,-89.8792111630089
200.124979896904,-134.777956080819,-89.8778110719075
202.44465099768,-134.477659116273,-89.8763947516957
204.791209666509,-134.177362229502,-89.8749620142424
207.164967560207,-133.877065422319,-89.8735126692356
209.566239948043,-133.576768696579,-89.8720465241564
211.995345753607,-133.276472054182,-89.870563384254
214.452607597167,-132.97617549707,-89.8690630525193
216.938351838518,-132.675879027232,-89.867545329659
219.452908620331,-132.375582646702,-89.8660100140691
221.996611911995,-132.075286357563,-89.8644569018081
224.569799553977,-131.774990161945,-89.8628857865697
227.172813302691,-131.474694062029,-89.8612964596554
229.805998875885,-131.174398060046,-89.8596887099469
232.469705998565,-130.874102158278,-89.8580623238779
235.164288449435,-130.573806359063,-89.8564170854059
237.890104107889,-130.273510664792,-89.8547527759829
240.647515001542,-129.97321507791,-89.8530691745272
243.436887354311,-129.672919600922,-89.8513660573932
246.258591635055,-129.372624236389,-89.849643198342
249.113002606779,-129.072328986933,-89.8479003685113
252.000499376409,-128.772033855238,-89.8461373363851
254.921465445142,-128.471738844048,-89.8443538677625
257.87628875938,-128.171443956172,-89.8425497257267
260.865361762255,-127.871149194487,-89.8407246706137
263.889081445751,-127.570854561932,-89.8388784599804
266.947849403432,-127.27056006152,-89.8370108485718
270.042071883777,-126.97026569633,-89.8351215882891
273.172159844138,-126.669971469515,-89.8332104281561
276.338529005317,-126.369677384301,-89.8312771142864
279.541599906786,-126.069383443989,-89.8293213898488
282.781797962534,-125.769089651957,-89.8273429950339
286.059553517574,-125.468796011661,-89.8253416670191
289.375301905095,-125.168502526639,-89.8233171399336
292.729483504282,-124.868209200511,-89.8212691448234
296.122543798803,-124.567916036981,-89.8191974096149
299.554933435981,-124.26762303984,-89.8171016590792
303.02710828664,-123.967330212965,-89.8149816147953
306.539529505653,-123.667037560327,-89.8128369951129
310.092663593193,-123.366745085987,-89.8106675151149
313.686982456688,-123.066452794102,-89.8084728865798
317.322963473498,-122.766160688924,-89.8062528179428
321.001089554317,-122.465868774807,-89.8040070142575
324.721849207313,-122.165577056203,-89.8017351771561
328.485736603004,-121.865285537672,-89.7994370048103
332.293251639897,-121.564994223875,-89.7971121918903
336.144900010877,-121.264703119587,-89.7947604295248
340.041193270371,-120.964412229691,-89.7923814052597
343.982648902292,-120.664121559184,-89.7899748030161
347.969790388769,-120.36383111318,-89.7875403030488
352.003147279668,-120.063540896913,-89.785077581903
356.083255262928,-119.763250915738,-89.7825863123719
360.210656235707,-119.462961175135,-89.7800661634526
364.385898376354,-119.162671680711,-89.7775168003022
368.609536217216,-118.862382438205,-89.7749378841931
372.882130718284,-118.562093453488,-89.7723290724679
377.2042493417,-118.261804732571,-89.7696900184936
381.576466127125,-117.961516281601,-89.7670203716157
385.999361767977,-117.661228106871,-89.7643197771109
390.473523688556,-117.360940214819,-89.7615878761405
394.999546122065,-117.060652612035,-89.7588243057018
399.578030189527,-116.760365305261,-89.7560286985806
404.209583979631,-116.460078301395,-89.753200683301
408.894822629486,-116.1597916075,-89.7503398840771
413.634368406328,-115.859505230798,-89.747445920762
418.428850790158,-115.559219178683,-89.7445184087977
423.278906557355,-115.258933458721,-89.741556959163
428.185179865242,-114.958648078653,-89.7385611783225
433.14832233764,-114.6583630464,-89.7355306681734
438.168993151419,-114.358078370069,-89.7324650259927
443.24785912404,-114.057794057957,-89.7293638443834
448.385594802119,-113.75751011855,-89.7262267112198
453.582882551019,-113.457226560535,-89.723053209593
458.840412645476,-113.156943392801,-89.7198429177549
464.158883361278,-112.856660624444,-89.7165954090617
469.539001068006,-112.556378264771,-89.7133102519174
474.98148032285,-112.256096323306,-89.7099870097157
480.487043965513,-111.955814809796,-89.7066252407819
486.056423214214,-111.655533734214,-89.7032244983138
491.690357762803,-111.355253106765,-89.6997843303221
497.389595879007,-111.054972937894,-89.6963042795698
503.154894503806,-110.754693238285,-89.692783883511
508.987019351969,-110.454414018874,-89.6892226742295
514.88674501375,-110.154135290852,-89.6856201783757
520.854855057767,-109.85385706567,-89.6819759171036
526.892142135068,-109.553579355043,-89.6782894060068
532.999408084409,-109.253302170963,-89.6745601550534
539.17746403875,-108.9530255257,-89.6707876685205
545.427130532984,-108.652749431807,-89.6669714449281
551.749237612913,-108.352473902132,-89.6631109769717
558.144624945497,-108.052198949822,-89.6592057514545
564.614141930367,-107.751924588331,-89.6552552492186
571.158647812643,-107.451650831422,-89.6512589450756
577.779011797051,-107.151377693184,-89.6472163077361
584.476113163364,-106.85110518803,-89.6431267997385
591.250841383188,-106.55083333071,-89.6389898773771
598.104096238094,-106.250562136318,-89.634804990629
605.036787939122,-105.950291620299,-89.6305715830807
612.04983724767,-105.650021798456,-89.6262890918531
619.144175597785,-105.349752686961,-89.6219569475261
626.320745219869,-105.049484302364,-89.6175745740625
633.580499265825,-104.749216661597,-89.6131413887302
640.924401935646,-104.448949781989,-89.6086568020243
648.353428605473,-104.148683681271,-89.604120217588
655.868565957144,-103.848418377587,-89.5995310321322
663.470812109235,-103.548153889502,-89.5948886353546
671.161176749629,-103.247890236015,-89.5901924098577
678.940681269611,-102.947627436565,-89.5854417310662
686.810358899531,-102.647365511046,-89.5806359671421
694.771254846024,-102.347104479812,-89.5757744789005
702.824426430835,-102.046844363693,-89.5708566197236
710.970943231244,-101.746585184001,-89.565881735473
719.211887222119,-101.446326962547,-89.5608491644024
727.548352919623,-101.146069721646,-89.5557582370683
735.981447526577,-100.845813484135,-89.5506082762394
744.512291079514,-100.545558273381,-89.5453985968058
753.142016597438,-100.245304113293,-89.5401285056867
761.8717702323,-99.945051028339,-89.5347973017364
770.70271142123,-99.6447990435537,-89.5294042756504
779.636013040524,-99.344548184555,-89.5239487098693
788.672861561416,-99.0442984775562,-89.5184298784819
797.814457207663,-98.7440499493802,-89.5128470471274
807.062014114951,-98.4438026274736,-89.5071994728962
816.416760492147,-98.1435565399208,-89.5014864042291
825.879938784427,-97.8433117154595,-89.4957070808164
835.452805838287,-97.543068183495,-89.4898607334941
845.136633068472,-97.2428259741163,-89.4839465841409
854.932706626838,-96.9425851181119,-89.477963845572
864.842327573173,-96.6423456469854,-89.471911721433
874.866812047991,-96.3421075929728,-89.4657894060917
885.007491447344,-96.0418709890591,-89.4595960845291
895.26571259964,-95.7416358689958,-89.4533309322287
905.642837944529,-95.4414022673182,-89.4469931150649
916.140245713852,-95.1411702193642,-89.4405817891892
926.759330114688,-94.8409397612925,-89.4340961009162
937.501501514529,-94.5407109301016,-89.4275351866072
948.368186628593,-94.2404837636494,-89.4208981725531
959.360828709315,-93.9402583006726,-89.414184174855
970.480887738031,-93.6400345808078,-89.4073922993044
981.729840618884,-93.3398126446117,-89.4005216412611
993.10918137498,-93.0395925335826,-89.39357128553
1004.62042134681,-92.739374290182,-89.3865403062365
1016.265089393,-92.4391579578572,-89.3794277666997
1028.04473209331,-92.1389435810637,-89.3722327193049
1039.96091395412,-91.8387312052886,-89.364954205374
1052.01521761616,-91.5385208770745,-89.3575912550342
1064.20924406472,-91.2383126440439,-89.3501428870857
1076.54461284232,-90.938106554924,-89.3426081088673
1089.02296226373,-90.6379026595722,-89.3349859161199
1101.64594963366,-90.3377010090023,-89.3272752928496
1114.41525146679,-90.037501655411,-89.3194752111875
1127.33256371049,-89.7373046522054,-89.311584631249
1140.39960197003,-89.4371100540306,-89.303602500991
1153.61810173648,-89.1369179167986,-89.2955277560667
1166.98981861715,-88.836728297717,-89.2873593196797
1180.51652856881,-88.5365412553195,-89.279096102435
1194.20002813353,-88.2363568494958,-89.2707370021892
1208.04213467733,-87.9361751415231,-89.2622809038986
1222.04468663149,-87.6359961940982,-89.2537266794644
1236.20954373677,-87.3358200713697,-89.2450731875775
1250.53858729039,-87.035646838972,-89.2363192735601
1265.0337203959,-86.7354765640588,-89.2274637692059
1279.69686821594,-86.4353093153385,-89.218505492618
1294.52997822792,-86.1351451631098,-89.2094432480449
1309.53502048267,-85.8349841792981,-89.2002758257143
1324.71398786612,-85.534826437493,-89.1910020016648
1340.06889636395,-85.2346720129863,-89.1816205375756
1355.60178532937,-84.9345209828114,-89.1721301805935
1371.31471775395,-84.6343734257829,-89.1625296631584
1387.20978054162,-84.3342294225374,-89.1528177028258
1403.28908478587,-84.0340890555758,-89.1429930020877
1419.5547660501,-83.7339524093053,-89.1330542481906
1436.00898465126,-83.4338195700834,-89.1230001129514
1452.65392594678,-83.1336906262626,-89.1128292525709
1469.49180062482,-82.8335656682359,-89.1025403074448
1486.52484499786,-82.5334447884835,-89.092131901972
1503.75532129974,-82.2333280816204,-89.0816026443611
1521.1855179861,-81.9332156444454,-89.0709511264333
1538.81775003835,-81.6331075759907,-89.0601759234234
1556.65435927106,-81.3330039775731,-89.0492755937781
1574.69771464309,-81.0329049528459,-89.0382486789515
1592.95021257212,-80.7328106078524,-89.0270937031976
1611.41427725302,-80.4327210510802,-89.0158091733602
1630.09236097974,-80.1326363935168,-89.0043935786606
1648.98694447106,-79.8325567487067,-88.9928453904813
1668.10053720006,-79.5324822328094,-88.9811630621475
1687.43567772738,-79.232412964659,-88.9693450287053
1706.99493403841,-78.9323490658247,-88.9573897066974
1726.78090388436,-78.6322906606732,-88.945295493935
1746.79621512725,-78.3322378764322,-88.933060769267
1767.04352608895,-78.0321908432547,-88.9206838923458
1787.52552590424,-77.7321496942863,-88.9081632033903
1808.24493487795,-77.4321145657319,-88.8954970229448
1829.20450484629,-77.1320855969256,-88.8826836516353
1850.4070195423,-76.8320629304014,-88.8697213699219
1871.85529496558,-76.5320467119653,-88.8566084378482
1893.5521797563,-76.2320370907692,-88.8433430947862
1915.50055557353,-75.9320342193866,-88.8299235591788
1937.70333747799,-75.6320382538894,-88.8163480282776
1960.16347431919,-75.3320493539272,-88.8026146778777
1982.88394912707,-75.0320676828073,-88.7887216620478
2005.86777950823,-74.7320934075772,-88.7746671128576
2029.11801804668,-74.4321266991087,-88.7604491400997
2052.63775270925,-74.1321677321835,-88.746065831009
2076.43010725577,-73.8322166855814,-88.7315152499769
2100.49824165392,-73.5322737421691,-88.7167954382614
2124.84535249888,-73.2323390889922,-88.7019044136934
2149.47467343798,-72.9324129173689,-88.6868401703782
2174.38947560008,-72.6324954229847,-88.6716006783927
2199.59306803007,-72.3325868059902,-88.6561838834774
2225.08879812837,-72.0326872711012,-88.6405877067251
2250.88005209546,-71.7327970276992,-88.6248100442631
2276.97025538168,-71.4329162899363,-88.608848766932
2303.36287314213,-71.1330452768403,-88.5927017199585
2330.06141069692,-70.8331842124235,-88.576366722624
2357.06941399673,-70.533333325793,-88.5598415679269
2384.39047009372,-70.2334928512632,-88.5431240222405
2412.02820761801,-69.9336630284712,-88.5262118249652
2439.98629725955,-69.6338441024942,-88.509102688175
2468.26845225569,-69.3340363239696,-88.4917942962583
2496.87842888433,-69.0342399492171,-88.4742843055533
2525.82002696278,-68.7344552403638,-88.4565703439767
2555.09709035251,-68.4346824654717,-88.4386500106469
2584.71350746956,-68.1349218986679,-88.420520875501
2614.67321180109,-67.8351738202771,-88.4021804789047
2644.98018242772,-67.535438516957,-88.3836263312568
2675.63844455205,-67.2357162818367,-88.3648559125857
2706.65207003324,-66.9360074146576,-88.34586667214
2738.02517792786,-66.6363122219168,-88.3266560279718
2769.76193503689,-66.3366310170144,-88.3072213665125
2801.8665564592,-66.0369641204022,-88.2875600421415
2834.34330615131,-65.7373118597369,-88.2676693767471
2867.19649749377,-65.4376745700353,-88.2475466592798
2900.43049386399,-65.1380525938325,-88.2271891452977
2934.04970921579,-64.8384462813443,-88.2065940565029
2968.0586086656,-64.5388559906312,-88.1857585802707
3002.46170908555,-64.2392820877668,-88.1646798691692
3037.26357970331,-63.9397249470087,-88.1433550404701
3072.468842709,-63.640184950973,-88.1217811756511
3108.08217386906,-63.3406624908119,-88.0999553198878
3144.10830314726,-63.0411579663949,-88.0778744815368
3180.55201533292,-62.7416717864933,-88.0555356316084
3217.41815067637,-62.4422043689676,-88.032935703229
3254.71160553185,-62.1427561409596,-88.0100715910939
3292.43733300777,-61.8433275390866,-87.9869401509076
3330.60034362459,-61.5439190096398,-87.9635381988145
3369.20570598027,-61.2445310087869,-87.9398625108174
3408.25854742345,-60.9451640027768,-87.915909822184
3447.76405473446,-60.6458184681496,-87.8916768268415
3487.72747481418,-60.3464948919489,-87.8671601767588
3528.15411538088,-60.0471937719388,-87.8423564813151
3569.04934567523,-59.7479156168243,-87.8172623066558
3610.41859717334,-59.4486609464749,-87.791874175034
3652.26736430818,-59.1494302921533,-87.7661885641381
3694.6012051993,-58.8502241967466,-87.7402019064046
3737.42574239106,-58.5510432150021,-87.7139105883159
3780.74666359935,-58.2518879137664,-87.6873109496815
3824.569722467,-57.9527588722295,-87.6603992829046
3868.90073932798,-57.6536566821711,-87.6331718322302
3913.74560198038,-57.3545819482122,-87.6056247929768
3959.11026646846,-57.0555352880701,-87.5777543107502
4005.00075787361,-56.756517332817,-87.5495564806384
4051.42317111465,-56.4575287271432,-87.5210273463871
4098.38367175726,-56.1585701296232,-87.492162899556
4145.88849683291,-55.8596422129869,-87.4629590786541
4193.94395566719,-55.5607456643937,-87.4334117682532
4242.55643071778,-55.2618811857109,-87.4035167980802
4291.73237842216,-54.9630494937957,-87.3732699420858
4341.47833005509,-54.6642513207811,-87.3426669174899
4391.80089259609,-54.3654874143656,-87.3117033838016
4442.70674960688,-54.0667585381068,-87.280374941815
4494.20266211914,-53.7680654717178,-87.2486771325767
4546.2954695324,-53.4694090113685,-87.2166054363272
4598.99209052244,-53.1707899699895,-87.1841552714133
4652.29952396019,-52.8722091775794,-87.1513219931702
4706.22484984128,-52.5736674815163,-87.1181008927737
4760.77523022637,-52.275165746872,-87.0844871960595
4815.95791019235,-51.976704856729,-87.0504760623097
4871.78021879463,-51.6782857125018,-87.0160625830047
4928.24957004051,-51.3799092342599,-86.9812417805382
4985.37346387389,-51.0815763610543,-86.9460086068959
5043.15948717136,-50.7832880512465,-86.9103579422942
5101.61531474983,-50.4850452828401,-86.874284593779
5160.74871038591,-50.1868490538148,-86.8377832937814
5220.56752784698,-49.8887003824624,-86.8008486986303
5281.07971193433,-49.5906003077247,-86.7634753870181
5342.29329953835,-49.2925498895338,-86.7256578584194
5404.21642070591,-48.9945502091528,-86.6873905314592
5466.85729972018,-48.6966023695191,-86.6486677422298
5530.2242561929,-48.3987074955879,-86.6094837425529
5594.32570616938,-48.1008667346764,-86.5698326981854
5659.17016324624,-47.8030812568089,-86.5297086869661
5724.76623970218,-47.5053522550619,-86.4891056969013
5791.12264764176,-47.2076809459087,-86.4480176241854
5858.24820015254,-46.9100685695636,-86.4064382711551
5926.15181247555,-46.6125163903257,-86.3643613441729
5994.84250318941,-46.3150256969198,-86.3217804514382
6064.32939540806,-46.0175978028374,-86.2786891007209
6134.62171799251,-45.720234046674,-86.2350806970161
6205.7288067765,-45.4229357924642,-86.1909485401149
6277.6601058065,-45.1257044300132,-86.1462858220874
6350.42516859596,-44.8285413752251,-86.101085624675
6424.03365939419,-44.5314480704261,-86.0553409165872
