Freq.	V(n003)
1.37720946889379e+04	(5.71726912778217e-02dB,1.50315881543157e+02°)
1.38038426460273e+04	(5.74340135128890e-02dB,1.50245192173540e+02°)
1.38356637897162e+04	(5.76963206023846e-02dB,1.50174323031299e+02°)
1.38675582887173e+04	(5.79596141375771e-02dB,1.50103273572999e+02°)
1.38995263121320e+04	(5.82238956769853e-02dB,1.50032043252929e+02°)
1.39315680294514e+04	(5.84891667455676e-02dB,1.49960631523086e+02°)
1.39636836105578e+04	(5.87554288341672e-02dB,1.49889037833166e+02°)
1.39958732257246e+04	(5.90226833986368e-02dB,1.49817261630546e+02°)
1.40281370456180e+04	(5.92909318591735e-02dB,1.49745302360271e+02°)
1.40604752412975e+04	(5.95601755995911e-02dB,1.49673159465043e+02°)
1.40928879842171e+04	(5.98304159664923e-02dB,1.49600832385202e+02°)
1.41253754462259e+04	(6.01016542685572e-02dB,1.49528320558717e+02°)
1.41579377995692e+04	(6.03738917757347e-02dB,1.49455623421166e+02°)
1.41905752168893e+04	(6.06471297184646e-02dB,1.49382740405729e+02°)
1.42232878712266e+04	(6.09213692868007e-02dB,1.49309670943166e+02°)
1.42560759360203e+04	(6.11966116297091e-02dB,1.49236414461806e+02°)
1.42889395851094e+04	(6.14728578541429e-02dB,1.49162970387533e+02°)
1.43218789927338e+04	(6.17501090242372e-02dB,1.49089338143770e+02°)
1.43548943335349e+04	(6.20283661604356e-02dB,1.49015517151465e+02°)
1.43879857825568e+04	(6.23076302385963e-02dB,1.48941506829073e+02°)
1.44211535152470e+04	(6.25879021891838e-02dB,1.48867306592545e+02°)
1.44543977074576e+04	(6.28691828963027e-02dB,1.48792915855310e+02°)
1.44877185354460e+04	(6.31514731967580e-02dB,1.48718334028261e+02°)
1.45211161758758e+04	(6.34347738792501e-02dB,1.48643560519739e+02°)
1.45545908058180e+04	(6.37190856832980e-02dB,1.48568594735517e+02°)
1.45881426027518e+04	(6.40044092983961e-02dB,1.48493436078785e+02°)
1.46217717445655e+04	(6.42907453629478e-02dB,1.48418083950135e+02°)
1.46554784095574e+04	(6.45780944633580e-02dB,1.48342537747541e+02°)
1.46892627764370e+04	(6.48664571329972e-02dB,1.48266796866350e+02°)
1.47231250243255e+04	(6.51558338511824e-02dB,1.48190860699258e+02°)
1.47570653327572e+04	(6.54462250422105e-02dB,1.48114728636301e+02°)
1.47910838816804e+04	(6.57376310742206e-02dB,1.48038400064833e+02°)
1.48251808514578e+04	(6.60300522581882e-02dB,1.47961874369513e+02°)
1.48593564228684e+04	(6.63234888468402e-02dB,1.47885150932286e+02°)
1.48936107771074e+04	(6.66179410335706e-02dB,1.47808229132367e+02°)
1.49279440957882e+04	(6.69134089512778e-02dB,1.47731108346226e+02°)
1.49623565609426e+04	(6.72098926713600e-02dB,1.47653787947569e+02°)
1.49968483550220e+04	(6.75073922024221e-02dB,1.47576267307321e+02°)
1.50314196608985e+04	(6.78059074892477e-02dB,1.47498545793608e+02°)
1.50660706618657e+04	(6.81054384114892e-02dB,1.47420622771744e+02°)
1.51008015416397e+04	(6.84059847826078e-02dB,1.47342497604206e+02°)
1.51356124843603e+04	(6.87075463485817e-02dB,1.47264169650625e+02°)
1.51705036745916e+04	(6.90101227866518e-02dB,1.47185638267762e+02°)
1.52054752973232e+04	(6.93137137041662e-02dB,1.47106902809490e+02°)
1.52405275379711e+04	(6.96183186372179e-02dB,1.47027962626783e+02°)
1.52756605823790e+04	(6.99239370493924e-02dB,1.46948817067688e+02°)
1.53108746168185e+04	(7.02305683304920e-02dB,1.46869465477315e+02°)
1.53461698279912e+04	(7.05382117951566e-02dB,1.46789907197815e+02°)
1.53815464030286e+04	(7.08468666815383e-02dB,1.46710141568360e+02°)
1.54170045294938e+04	(7.11565321499412e-02dB,1.46630167925129e+02°)
1.54525443953823e+04	(7.14672072814292e-02dB,1.46549985601284e+02°)
1.54881661891230e+04	(7.17788910764246e-02dB,1.46469593926954e+02°)
1.55238700995790e+04	(7.20915824532638e-02dB,1.46388992229218e+02°)
1.55596563160489e+04	(7.24052802467635e-02dB,1.46308179832080e+02°)
1.55955250282677e+04	(7.27199832067471e-02dB,1.46227156056454e+02°)
1.56314764264077e+04	(7.30356899965452e-02dB,1.46145920220146e+02°)
1.56675107010797e+04	(7.33523991914478e-02dB,1.46064471637828e+02°)
1.57036280433337e+04	(7.36701092772670e-02dB,1.45982809621026e+02°)
1.57398286446604e+04	(7.39888186486569e-02dB,1.45900933478094e+02°)
1.57761126969916e+04	(7.43085256075944e-02dB,1.45818842514197e+02°)
1.58124803927020e+04	(7.46292283617788e-02dB,1.45736536031291e+02°)
1.58489319246093e+04	(7.49509250229432e-02dB,1.45654013328101e+02°)
1.58854674859759e+04	(7.52736136052767e-02dB,1.45571273700101e+02°)
1.59220872705098e+04	(7.55972920236714e-02dB,1.45488316439496e+02°)
1.59587914723655e+04	(7.59219580920865e-02dB,1.45405140835197e+02°)
1.59955802861448e+04	(7.62476095217371e-02dB,1.45321746172804e+02°)
1.60324539068985e+04	(7.65742439194154e-02dB,1.45238131734583e+02°)
1.60694125301269e+04	(7.69018587856697e-02dB,1.45154296799444e+02°)
1.61064563517808e+04	(7.72304515130110e-02dB,1.45070240642923e+02°)
1.61435855682630e+04	(7.75600193840617e-02dB,1.44985962537155e+02°)
1.61808003764288e+04	(7.78905595696920e-02dB,1.44901461750860e+02°)
1.62181009735874e+04	(7.82220691271776e-02dB,1.44816737549315e+02°)
1.62554875575029e+04	(7.85545449982212e-02dB,1.44731789194333e+02°)
1.62929603263953e+04	(7.88879840070437e-02dB,1.44646615944244e+02°)
1.63305194789414e+04	(7.92223828584056e-02dB,1.44561217053869e+02°)
1.63681652142762e+04	(7.95577381355964e-02dB,1.44475591774502e+02°)
1.64058977319935e+04	(7.98940462983918e-02dB,1.44389739353883e+02°)
1.64437172321474e+04	(8.02313036810638e-02dB,1.44303659036178e+02°)
1.64816239152531e+04	(8.05695064901542e-02dB,1.44217350061955e+02°)
1.65196179822882e+04	(8.09086508024932e-02dB,1.44130811668162e+02°)
1.65576996346933e+04	(8.12487325629534e-02dB,1.44044043088103e+02°)
1.65958690743737e+04	(8.15897475822960e-02dB,1.43957043551416e+02°)
1.66341265036997e+04	(8.19316915349762e-02dB,1.43869812284047e+02°)
1.66724721255087e+04	(8.22745599568449e-02dB,1.43782348508229e+02°)
1.67109061431051e+04	(8.26183482429062e-02dB,1.43694651442457e+02°)
1.67494287602624e+04	(8.29630516449582e-02dB,1.43606720301463e+02°)
1.67880401812236e+04	(8.33086652693397e-02dB,1.43518554296196e+02°)
1.68267406107027e+04	(8.36551840743911e-02dB,1.43430152633792e+02°)
1.68655302538854e+04	(8.40026028682069e-02dB,1.43341514517554e+02°)
1.69044093164307e+04	(8.43509163060351e-02dB,1.43252639146925e+02°)
1.69433780044713e+04	(8.47001188878991e-02dB,1.43163525717465e+02°)
1.69824365246154e+04	(8.50502049559835e-02dB,1.43074173420823e+02°)
1.70215850839475e+04	(8.54011686921609e-02dB,1.42984581444717e+02°)
1.70608238900292e+04	(8.57530041153211e-02dB,1.42894748972904e+02°)
1.71001531509009e+04	(8.61057050787433e-02dB,1.42804675185157e+02°)
1.71395730750822e+04	(8.64592652674660e-02dB,1.42714359257237e+02°)
1.71790838715739e+04	(8.68136781955163e-02dB,1.42623800360873e+02°)
1.72186857498580e+04	(8.71689372031851e-02dB,1.42532997663727e+02°)
1.72583789199000e+04	(8.75250354542581e-02dB,1.42441950329378e+02°)
1.72981635921490e+04	(8.78819659331186e-02dB,1.42350657517287e+02°)
1.73380399775393e+04	(8.82397214419272e-02dB,1.42259118382775e+02°)
1.73780082874917e+04	(8.85982945976634e-02dB,1.42167332076997e+02°)
1.74180687339141e+04	(8.89576778292420e-02dB,1.42075297746914e+02°)
1.74582215292030e+04	(8.93178633743909e-02dB,1.41983014535263e+02°)
1.74984668862445e+04	(8.96788432767079e-02dB,1.41890481580537e+02°)
1.75388050184155e+04	(9.00406093825537e-02dB,1.41797698016949e+02°)
1.75792361395848e+04	(9.04031533378615e-02dB,1.41704662974412e+02°)
1.76197604641142e+04	(9.07664665850116e-02dB,1.41611375578509e+02°)
1.76603782068596e+04	(9.11305403596265e-02dB,1.41517834950462e+02°)
1.77010895831721e+04	(9.14953656872204e-02dB,1.41424040207107e+02°)
1.77418948088995e+04	(9.18609333799561e-02dB,1.41329990460867e+02°)
1.77827941003871e+04	(9.22272340332489e-02dB,1.41235684819721e+02°)
1.78237876744788e+04	(9.25942580223287e-02dB,1.41141122387176e+02°)
1.78648757485184e+04	(9.29619954988522e-02dB,1.41046302262239e+02°)
1.79060585403508e+04	(9.33304363872819e-02dB,1.40951223539389e+02°)
1.79473362683231e+04	(9.36995703814257e-02dB,1.40855885308545e+02°)
1.79887091512857e+04	(9.40693869407666e-02dB,1.40760286655040e+02°)
1.80301774085935e+04	(9.44398752867796e-02dB,1.40664426659589e+02°)
1.80717412601071e+04	(9.48110243993017e-02dB,1.40568304398261e+02°)
1.81134009261939e+04	(9.51828230126067e-02dB,1.40471918942449e+02°)
1.81551566277292e+04	(9.55552596117523e-02dB,1.40375269358840e+02°)
1.81970085860977e+04	(9.59283224285890e-02dB,1.40278354709383e+02°)
1.82389570231942e+04	(9.63019994378384e-02dB,1.40181174051264e+02°)
1.82810021614252e+04	(9.66762783531405e-02dB,1.40083726436868e+02°)
1.83231442237099e+04	(9.70511466229362e-02dB,1.39986010913753e+02°)
1.83653834334813e+04	(9.74265914264592e-02dB,1.39888026524621e+02°)
1.84077200146874e+04	(9.78025996694704e-02dB,1.39789772307282e+02°)
1.84501541917925e+04	(9.81791579800563e-02dB,1.39691247294625e+02°)
1.84926861897786e+04	(9.85562527044333e-02dB,1.39592450514587e+02°)
1.85353162341459e+04	(9.89338699024153e-02dB,1.39493380990122e+02°)
1.85780445509148e+04	(9.93119953432533e-02dB,1.39394037739168e+02°)
1.86208713666264e+04	(9.96906145009176e-02dB,1.39294419774615e+02°)
1.86637969083445e+04	(1.00069712549709e-01dB,1.39194526104274e+02°)
1.87068214036558e+04	(1.00449274359664e-01dB,1.39094355730844e+02°)
1.87499450806719e+04	(1.00829284491773e-01dB,1.38993907651880e+02°)
1.87931681680304e+04	(1.01209727193402e-01dB,1.38893180859759e+02°)
1.88364908948957e+04	(1.01590586393369e-01dB,1.38792174341649e+02°)
1.88799134909607e+04	(1.01971845697166e-01dB,1.38690887079474e+02°)
1.89234361864475e+04	(1.02353488381950e-01dB,1.38589318049885e+02°)
1.89670592121092e+04	(1.02735497391592e-01dB,1.38487466224221e+02°)
1.90107827992307e+04	(1.03117855331571e-01dB,1.38385330568479e+02°)
1.90546071796302e+04	(1.03500544463871e-01dB,1.38282910043280e+02°)
1.90985325856601e+04	(1.03883546701725e-01dB,1.38180203603834e+02°)
1.91425592502085e+04	(1.04266843604271e-01dB,1.38077210199907e+02°)
1.91866874067006e+04	(1.04650416371307e-01dB,1.37973928775786e+02°)
1.92309172890993e+04	(1.05034245837746e-01dB,1.37870358270245e+02°)
1.92752491319070e+04	(1.05418312468139e-01dB,1.37766497616512e+02°)
1.93196831701669e+04	(1.05802596351042e-01dB,1.37662345742230e+02°)
1.93642196394637e+04	(1.06187077193406e-01dB,1.37557901569429e+02°)
1.94088587759254e+04	(1.06571734314730e-01dB,1.37453164014481e+02°)
1.94536008162243e+04	(1.06956546641310e-01dB,1.37348131988077e+02°)
1.94984459975781e+04	(1.07341492700260e-01dB,1.37242804395180e+02°)
1.95433945577516e+04	(1.07726550613494e-01dB,1.37137180134997e+02°)
1.95884467350575e+04	(1.08111698091721e-01dB,1.37031258100941e+02°)
1.96336027683581e+04	(1.08496912428189e-01dB,1.36925037180595e+02°)
1.96788628970661e+04	(1.08882170492497e-01dB,1.36818516255676e+02°)
1.97242273611461e+04	(1.09267448724160e-01dB,1.36711694201997e+02°)
1.97696964011162e+04	(1.09652723126276e-01dB,1.36604569889436e+02°)
1.98152702580486e+04	(1.10037969258924e-01dB,1.36497142181892e+02°)
1.98609491735713e+04	(1.10423162232565e-01dB,1.36389409937256e+02°)
1.99067333898694e+04	(1.10808276701334e-01dB,1.36281372007368e+02°)
1.99526231496864e+04	(1.11193286856286e-01dB,1.36173027237983e+02°)
1.99986186963250e+04	(1.11578166418420e-01dB,1.36064374468734e+02°)
2.00447202736492e+04	(1.11962888631714e-01dB,1.35955412533093e+02°)
2.00909281260848e+04	(1.12347426256109e-01dB,1.35846140258337e+02°)
2.01372424986214e+04	(1.12731751560182e-01dB,1.35736556465505e+02°)
2.01836636368131e+04	(1.13115836313946e-01dB,1.35626659969367e+02°)
2.02301917867802e+04	(1.13499651781450e-01dB,1.35516449578379e+02°)
2.02768271952103e+04	(1.13883168713322e-01dB,1.35405924094653e+02°)
2.03235701093597e+04	(1.14266357339055e-01dB,1.35295082313910e+02°)
2.03704207770547e+04	(1.14649187359410e-01dB,1.35183923025451e+02°)
2.04173794466928e+04	(1.15031627938630e-01dB,1.35072445012110e+02°)
2.04644463672442e+04	(1.15413647696388e-01dB,1.34960647050222e+02°)
2.05116217882531e+04	(1.15795214699901e-01dB,1.34848527909581e+02°)
2.05589059598389e+04	(1.16176296455725e-01dB,1.34736086353405e+02°)
2.06062991326975e+04	(1.16556859901540e-01dB,1.34623321138290e+02°)
2.06538015581028e+04	(1.16936871397710e-01dB,1.34510231014180e+02°)
2.07014134879079e+04	(1.17316296718975e-01dB,1.34396814724320e+02°)
2.07491351745466e+04	(1.17695101045615e-01dB,1.34283071005223e+02°)
2.07969668710344e+04	(1.18073248954955e-01dB,1.34168998586627e+02°)
2.08449088309703e+04	(1.18450704412466e-01dB,1.34054596191457e+02°)
2.08929613085378e+04	(1.18827430762724e-01dB,1.33939862535785e+02°)
2.09411245585064e+04	(1.19203390720463e-01dB,1.33824796328793e+02°)
2.09893988362327e+04	(1.19578546361313e-01dB,1.33709396272730e+02°)
2.10377843976622e+04	(1.19952859112494e-01dB,1.33593661062872e+02°)
2.10862814993303e+04	(1.20326289743306e-01dB,1.33477589387487e+02°)
2.11348903983639e+04	(1.20698798355668e-01dB,1.33361179927790e+02°)
2.11836113524824e+04	(1.21070344374278e-01dB,1.33244431357906e+02°)
2.12324446199996e+04	(1.21440886536861e-01dB,1.33127342344829e+02°)
2.12813904598245e+04	(1.21810382884126e-01dB,1.33009911548384e+02°)
2.13304491314631e+04	(1.22178790749696e-01dB,1.32892137621182e+02°)
2.13796208950197e+04	(1.22546066749870e-01dB,1.32774019208586e+02°)
2.14289060111979e+04	(1.22912166773174e-01dB,1.32655554948666e+02°)
2.14783047413027e+04	(1.23277045969876e-01dB,1.32536743472164e+02°)
2.15278173472411e+04	(1.23640658741311e-01dB,1.32417583402448e+02°)
2.15774440915240e+04	(1.24002958729060e-01dB,1.32298073355474e+02°)
2.16271852372675e+04	(1.24363898803959e-01dB,1.32178211939749e+02°)
2.16770410481943e+04	(1.24723431055049e-01dB,1.32057997756286e+02°)
2.17270117886348e+04	(1.25081506778240e-01dB,1.31937429398567e+02°)
2.17770977235289e+04	(1.25438076464966e-01dB,1.31816505452501e+02°)
2.18272991184273e+04	(1.25793089790606e-01dB,1.31695224496384e+02°)
2.18776162394928e+04	(1.26146495602707e-01dB,1.31573585100861e+02°)
2.19280493535018e+04	(1.26498241909199e-01dB,1.31451585828881e+02°)
2.19785987278455e+04	(1.26848275866293e-01dB,1.31329225235664e+02°)
2.20292646305318e+04	(1.27196543766285e-01dB,1.31206501868653e+02°)
2.20800473301863e+04	(1.27542991025269e-01dB,1.31083414267480e+02°)
2.21309470960536e+04	(1.27887562170473e-01dB,1.30959960963925e+02°)
2.21819641979994e+04	(1.28230200827763e-01dB,1.30836140481872e+02°)
2.22330989065113e+04	(1.28570849708574e-01dB,1.30711951337274e+02°)
2.22843514927003e+04	(1.28909450597041e-01dB,1.30587392038111e+02°)
2.23357222283025e+04	(1.29245944336737e-01dB,1.30462461084352e+02°)
2.23872113856806e+04	(1.29580270817236e-01dB,1.30337156967913e+02°)
2.24388192378249e+04	(1.29912368960698e-01dB,1.30211478172618e+02°)
2.24905460583550e+04	(1.30242176707986e-01dB,1.30085423174162e+02°)
2.25423921215215e+04	(1.30569631004883e-01dB,1.29958990440071e+02°)
2.25943577022070e+04	(1.30894667787886e-01dB,1.29832178429662e+02°)
2.26464430759278e+04	(1.31217221969943e-01dB,1.29704985594003e+02°)
2.26986485188354e+04	(1.31537227426129e-01dB,1.29577410375878e+02°)
2.27509743077179e+04	(1.31854616978729e-01dB,1.29449451209744e+02°)
2.28034207200013e+04	(1.32169322382619e-01dB,1.29321106521699e+02°)
2.28559880337514e+04	(1.32481274310092e-01dB,1.29192374729436e+02°)
2.29086765276749e+04	(1.32790402335659e-01dB,1.29063254242211e+02°)
2.29614864811208e+04	(1.33096634920635e-01dB,1.28933743460804e+02°)
2.30144181740822e+04	(1.33399899397418e-01dB,1.28803840777478e+02°)
2.30674718871978e+04	(1.33700121953753e-01dB,1.28673544575950e+02°)
2.31206479017531e+04	(1.33997227616617e-01dB,1.28542853231345e+02°)
2.31739464996819e+04	(1.34291140235945e-01dB,1.28411765110164e+02°)
2.32273679635682e+04	(1.34581782468257e-01dB,1.28280278570247e+02°)
2.32809125766472e+04	(1.34869075759923e-01dB,1.28148391960739e+02°)
2.33345806228071e+04	(1.35152940330248e-01dB,1.28016103622051e+02°)
2.33883723865906e+04	(1.35433295154401e-01dB,1.27883411885825e+02°)
2.34422881531963e+04	(1.35710057946125e-01dB,1.27750315074902e+02°)
2.34963282084801e+04	(1.35983145140168e-01dB,1.27616811503285e+02°)
2.35504928389571e+04	(1.36252471874405e-01dB,1.27482899476104e+02°)
2.36047823318028e+04	(1.36517951972050e-01dB,1.27348577289585e+02°)
2.36591969748546e+04	(1.36779497923298e-01dB,1.27213843231015e+02°)
2.37137370566136e+04	(1.37037020866867e-01dB,1.27078695578709e+02°)
2.37684028662458e+04	(1.37290430571347e-01dB,1.26943132601977e+02°)
2.38231946935839e+04	(1.37539635416310e-01dB,1.26807152561093e+02°)
2.38781128291288e+04	(1.37784542373076e-01dB,1.26670753707264e+02°)
2.39331575640509e+04	(1.38025056985390e-01dB,1.26533934282598e+02°)
2.39883291901919e+04	(1.38261083349727e-01dB,1.26396692520073e+02°)
2.40436280000663e+04	(1.38492524095402e-01dB,1.26259026643508e+02°)
2.40990542868629e+04	(1.38719280364517e-01dB,1.26120934867536e+02°)
2.41546083444464e+04	(1.38941251791434e-01dB,1.25982415397570e+02°)
2.42102904673587e+04	(1.39158336482309e-01dB,1.25843466429779e+02°)
2.42661009508211e+04	(1.39370430994036e-01dB,1.25704086151059e+02°)
2.43220400907351e+04	(1.39577430313219e-01dB,1.25564272739008e+02°)
2.43781081836845e+04	(1.39779227834672e-01dB,1.25424024361897e+02°)
2.44343055269366e+04	(1.39975715339842e-01dB,1.25283339178646e+02°)
2.44906324184444e+04	(1.40166782974828e-01dB,1.25142215338802e+02°)
2.45470891568472e+04	(1.40352319228107e-01dB,1.25000650982509e+02°)
2.46036760414732e+04	(1.40532210908212e-01dB,1.24858644240493e+02°)
2.46603933723403e+04	(1.40706343120858e-01dB,1.24716193234031e+02°)
2.47172414501582e+04	(1.40874599245976e-01dB,1.24573296074936e+02°)
2.47742205763297e+04	(1.41036860914440e-01dB,1.24429950865536e+02°)
2.48313310529526e+04	(1.41193007984401e-01dB,1.24286155698649e+02°)
2.48885731828208e+04	(1.41342918517579e-01dB,1.24141908657570e+02°)
2.49459472694264e+04	(1.41486468754957e-01dB,1.23997207816052e+02°)
2.50034536169611e+04	(1.41623533092463e-01dB,1.23852051238287e+02°)
2.50610925303180e+04	(1.41753984056207e-01dB,1.23706436978891e+02°)
2.51188643150926e+04	(1.41877692277501e-01dB,1.23560363082891e+02°)
2.51767692775854e+04	(1.41994526467552e-01dB,1.23413827585709e+02°)
2.52348077248025e+04	(1.42104353391795e-01dB,1.23266828513152e+02°)
2.52929799644582e+04	(1.42207037844087e-01dB,1.23119363881397e+02°)
2.53512863049759e+04	(1.42302442620460e-01dB,1.22971431696985e+02°)
2.54097270554898e+04	(1.42390428492642e-01dB,1.22823029956807e+02°)
2.54683025258472e+04	(1.42470854181237e-01dB,1.22674156648101e+02°)
2.55270130266092e+04	(1.42543576328573e-01dB,1.22524809748442e+02°)
2.55858588690532e+04	(1.42608449471385e-01dB,1.22374987225739e+02°)
2.56448403651739e+04	(1.42665326012894e-01dB,1.22224687038228e+02°)
2.57039578276854e+04	(1.42714056194980e-01dB,1.22073907134474e+02°)
2.57632115700225e+04	(1.42754488069558e-01dB,1.21922645453366e+02°)
2.58226019063427e+04	(1.42786467470205e-01dB,1.21770899924119e+02°)
2.58821291515276e+04	(1.42809837982783e-01dB,1.21618668466275e+02°)
2.59417936211848e+04	(1.42824440916421e-01dB,1.21465948989708e+02°)
2.60015956316494e+04	(1.42830115273643e-01dB,1.21312739394628e+02°)
2.60615354999856e+04	(1.42826697720544e-01dB,1.21159037571585e+02°)
2.61216135439887e+04	(1.42814022556389e-01dB,1.21004841401484e+02°)
2.61818300821865e+04	(1.42791921682914e-01dB,1.20850148755586e+02°)
2.62421854338411e+04	(1.42760224573445e-01dB,1.20694957495529e+02°)
2.63026799189505e+04	(1.42718758241600e-01dB,1.20539265473333e+02°)
2.63633138582504e+04	(1.42667347209509e-01dB,1.20383070531421e+02°)
2.64240875732161e+04	(1.42605813475971e-01dB,1.20226370502636e+02°)
2.64850013860636e+04	(1.42533976484056e-01dB,1.20069163210256e+02°)
2.65460556197520e+04	(1.42451653088377e-01dB,1.19911446468019e+02°)
2.66072505979847e+04	(1.42358657522238e-01dB,1.19753218080146e+02°)
2.66685866452114e+04	(1.42254801364064e-01dB,1.19594475841363e+02°)
2.67300640866297e+04	(1.42139893503982e-01dB,1.19435217536934e+02°)
2.67916832481869e+04	(1.42013740109402e-01dB,1.19275440942684e+02°)
2.68534444565816e+04	(1.41876144590987e-01dB,1.19115143825037e+02°)
2.69153480392657e+04	(1.41726907567677e-01dB,1.18954323941046e+02°)
2.69773943244457e+04	(1.41565826831659e-01dB,1.18792979038431e+02°)
2.70395836410850e+04	(1.41392697312883e-01dB,1.18631106855620e+02°)
2.71019163189049e+04	(1.41207311043304e-01dB,1.18468705121784e+02°)
2.71643926883873e+04	(1.41009457120756e-01dB,1.18305771556889e+02°)
2.72270130807756e+04	(1.40798921672284e-01dB,1.18142303871737e+02°)
2.72897778280769e+04	(1.40575487817501e-01dB,1.17978299768017e+02°)
2.73526872630636e+04	(1.40338935631159e-01dB,1.17813756938356e+02°)
2.74157417192753e+04	(1.40089042105707e-01dB,1.17648673066376e+02°)
2.74789415310204e+04	(1.39825581113311e-01dB,1.17483045826748e+02°)
2.75422870333781e+04	(1.39548323367565e-01dB,1.17316872885255e+02°)
2.76057785621999e+04	(1.39257036384854e-01dB,1.17150151898852e+02°)
2.76694164541115e+04	(1.38951484445313e-01dB,1.16982880515738e+02°)
2.77332010465148e+04	(1.38631428553523e-01dB,1.16815056375418e+02°)
2.77971326775893e+04	(1.38296626398730e-01dB,1.16646677108784e+02°)
2.78612116862941e+04	(1.37946832314915e-01dB,1.16477740338181e+02°)
2.79254384123698e+04	(1.37581797240108e-01dB,1.16308243677496e+02°)
2.79898131963400e+04	(1.37201268675965e-01dB,1.16138184732232e+02°)
2.80543363795135e+04	(1.36804990646244e-01dB,1.15967561099599e+02°)
2.81190083039858e+04	(1.36392703655638e-01dB,1.15796370368603e+02°)
2.81838293126409e+04	(1.35964144647754e-01dB,1.15624610120136e+02°)
2.82487997491534e+04	(1.35519046962983e-01dB,1.15452277927075e+02°)
2.83139199579901e+04	(1.35057140295993e-01dB,1.15279371354382e+02°)
2.83791902844119e+04	(1.34578150652828e-01dB,1.15105887959207e+02°)
2.84446110744755e+04	(1.34081800307653e-01dB,1.14931825290999e+02°)
2.85101826750354e+04	(1.33567807759151e-01dB,1.14757180891615e+02°)
2.85759054337458e+04	(1.33035887686781e-01dB,1.14581952295437e+02°)
2.86417796990621e+04	(1.32485750906343e-01dB,1.14406137029491e+02°)
2.87078058202432e+04	(1.31917104325457e-01dB,1.14229732613575e+02°)
2.87739841473530e+04	(1.31329650898753e-01dB,1.14052736560386e+02°)
2.88403150312623e+04	(1.30723089582421e-01dB,1.13875146375650e+02°)
2.89067988236510e+04	(1.30097115288886e-01dB,1.13696959558264e+02°)
2.89734358770095e+04	(1.29451418840700e-01dB,1.13518173600437e+02°)
2.90402265446407e+04	(1.28785686924414e-01dB,1.13338785987834e+02°)
2.91071711806623e+04	(1.28099602044177e-01dB,1.13158794199733e+02°)
2.91742701400079e+04	(1.27392842474688e-01dB,1.12978195709176e+02°)
2.92415237784295e+04	(1.26665082214209e-01dB,1.12796987983133e+02°)
2.93089324524994e+04	(1.25915990937081e-01dB,1.12615168482668e+02°)
2.93764965196115e+04	(1.25145233946029e-01dB,1.12432734663110e+02°)
2.94442163379838e+04	(1.24352472124055e-01dB,1.12249683974230e+02°)
2.95120922666600e+04	(1.23537361886187e-01dB,1.12066013860424e+02°)
2.95801246655116e+04	(1.22699555130920e-01dB,1.11881721760898e+02°)
2.96483138952396e+04	(1.21838699191337e-01dB,1.11696805109861e+02°)
2.97166603173764e+04	(1.20954436785999e-01dB,1.11511261336727e+02°)
2.97851642942880e+04	(1.20046405969536e-01dB,1.11325087866314e+02°)
2.98538261891757e+04	(1.19114240083032e-01dB,1.11138282119058e+02°)
2.99226463660780e+04	(1.18157567704171e-01dB,1.10950841511226e+02°)
2.99916251898726e+04	(1.17176012597220e-01dB,1.10762763455139e+02°)
3.00607630262784e+04	(1.16169193662492e-01dB,1.10574045359401e+02°)
3.01300602418573e+04	(1.15136724885969e-01dB,1.10384684629130e+02°)
3.01995172040162e+04	(1.14078215288499e-01dB,1.10194678666201e+02°)
3.02691342810091e+04	(1.12993268874841e-01dB,1.10004024869492e+02°)
3.03389118419387e+04	(1.11881484582517e-01dB,1.09812720635136e+02°)
3.04088502567588e+04	(1.10742456230509e-01dB,1.09620763356784e+02°)
3.04789498962758e+04	(1.09575772467743e-01dB,1.09428150425869e+02°)
3.05492111321511e+04	(1.08381016721481e-01dB,1.09234879231878e+02°)
3.06196343369028e+04	(1.07157767145481e-01dB,1.09040947162638e+02°)
3.06902198839076e+04	(1.05905596568145e-01dB,1.08846351604598e+02°)
3.07609681474030e+04	(1.04624072440486e-01dB,1.08651089943125e+02°)
3.08318795024895e+04	(1.03312756783810e-01dB,1.08455159562807e+02°)
3.09029543251319e+04	(1.01971206137730e-01dB,1.08258557847764e+02°)
3.09741929921617e+04	(1.00598971507633e-01dB,1.08061282181960e+02°)
3.10455958812795e+04	(9.91955983124130e-02dB,1.07863329949529e+02°)
3.11171633710561e+04	(9.77606263320184e-02dB,1.07664698535112e+02°)
3.11888958409353e+04	(9.62935896549241e-02dB,1.07465385324189e+02°)
3.12607936712354e+04	(9.47940166256733e-02dB,1.07265387703433e+02°)
3.13328572431517e+04	(9.32614297924463e-02dB,1.07064703061063e+02°)
3.14050869387580e+04	(9.16953458544833e-02dB,1.06863328787208e+02°)
3.14774831410090e+04	(9.00952756096900e-02dB,1.06661262274282e+02°)
3.15500462337421e+04	(8.84607239022181e-02dB,1.06458500917362e+02°)
3.16227766016796e+04	(8.67911895702392e-02dB,1.06255042114577e+02°)
3.16956746304307e+04	(8.50861653935231e-02dB,1.06050883267508e+02°)
3.17687407064935e+04	(8.33451380414878e-02dB,1.05846021781595e+02°)
3.18419752172570e+04	(8.15675880211124e-02dB,1.05640455066547e+02°)
3.19153785510034e+04	(7.97529896250692e-02dB,1.05434180536775e+02°)
3.19889510969098e+04	(7.79008108801280e-02dB,1.05227195611817e+02°)
3.20626932450504e+04	(7.60105134956424e-02dB,1.05019497716787e+02°)
