Freq.	V(out)
1.17489755493946e+03	(-9.84457792150663e+01dB,8.48693955609304e+01°)
1.17760597352074e+03	(-9.83857766810479e+01dB,8.48575661445179e+01°)
1.18032063565166e+03	(-9.83257741353380e+01dB,8.48457094410271e+01°)
1.18304155572510e+03	(-9.82657715778828e+01dB,8.48338253874392e+01°)
1.18576874816709e+03	(-9.82057690086280e+01dB,8.48219139205896e+01°)
1.18850222743695e+03	(-9.81457664275193e+01dB,8.48099749771675e+01°)
1.19124200802731e+03	(-9.80857638345020e+01dB,8.47980084937148e+01°)
1.19398810446420e+03	(-9.80257612295211e+01dB,8.47860144066266e+01°)
1.19674053130717e+03	(-9.79657586125215e+01dB,8.47739926521506e+01°)
1.19949930314931e+03	(-9.79057559834478e+01dB,8.47619431663865e+01°)
1.20226443461734e+03	(-9.78457533422443e+01dB,8.47498658852860e+01°)
1.20503594037173e+03	(-9.77857506888549e+01dB,8.47377607446521e+01°)
1.20781383510671e+03	(-9.77257480232237e+01dB,8.47256276801393e+01°)
1.21059813355041e+03	(-9.76657453452941e+01dB,8.47134666272524e+01°)
1.21338885046491e+03	(-9.76057426550093e+01dB,8.47012775213472e+01°)
1.21618600064630e+03	(-9.75457399523125e+01dB,8.46890602976291e+01°)
1.21898959892479e+03	(-9.74857372371463e+01dB,8.46768148911537e+01°)
1.22179966016480e+03	(-9.74257345094533e+01dB,8.46645412368256e+01°)
1.22461619926498e+03	(-9.73657317691757e+01dB,8.46522392693986e+01°)
1.22743923115833e+03	(-9.73057290162555e+01dB,8.46399089234754e+01°)
1.23026877081231e+03	(-9.72457262506343e+01dB,8.46275501335068e+01°)
1.23310483322884e+03	(-9.71857234722536e+01dB,8.46151628337914e+01°)
1.23594743344444e+03	(-9.71257206810546e+01dB,8.46027469584759e+01°)
1.23879658653030e+03	(-9.70657178769782e+01dB,8.45903024415539e+01°)
1.24165230759234e+03	(-9.70057150599649e+01dB,8.45778292168661e+01°)
1.24451461177131e+03	(-9.69457122299551e+01dB,8.45653272180995e+01°)
1.24738351424287e+03	(-9.68857093868889e+01dB,8.45527963787875e+01°)
1.25025903021765e+03	(-9.68257065307061e+01dB,8.45402366323093e+01°)
1.25314117494134e+03	(-9.67657036613462e+01dB,8.45276479118895e+01°)
1.25602996369480e+03	(-9.67057007787484e+01dB,8.45150301505979e+01°)
1.25892541179409e+03	(-9.66456978828517e+01dB,8.45023832813488e+01°)
1.26182753459060e+03	(-9.65856949735948e+01dB,8.44897072369013e+01°)
1.26473634747108e+03	(-9.65256920509161e+01dB,8.44770019498579e+01°)
1.26765186585777e+03	(-9.64656891147536e+01dB,8.44642673526653e+01°)
1.27057410520847e+03	(-9.64056861650452e+01dB,8.44515033776132e+01°)
1.27350308101659e+03	(-9.63456832017285e+01dB,8.44387099568343e+01°)
1.27643880881127e+03	(-9.62856802247406e+01dB,8.44258870223037e+01°)
1.27938130415745e+03	(-9.62256772340186e+01dB,8.44130345058388e+01°)
1.28233058265594e+03	(-9.61656742294991e+01dB,8.44001523390987e+01°)
1.28528665994354e+03	(-9.61056712111185e+01dB,8.43872404535840e+01°)
1.28824955169306e+03	(-9.60456681788129e+01dB,8.43742987806363e+01°)
1.29121927361346e+03	(-9.59856651325181e+01dB,8.43613272514379e+01°)
1.29419584144991e+03	(-9.59256620721696e+01dB,8.43483257970113e+01°)
1.29717927098388e+03	(-9.58656589977026e+01dB,8.43352943482192e+01°)
1.30016957803321e+03	(-9.58056559090519e+01dB,8.43222328357635e+01°)
1.30316677845222e+03	(-9.57456528061522e+01dB,8.43091411901854e+01°)
1.30617088813176e+03	(-9.56856496889378e+01dB,8.42960193418651e+01°)
1.30918192299933e+03	(-9.56256465573427e+01dB,8.42828672210209e+01°)
1.31219989901912e+03	(-9.55656434113006e+01dB,8.42696847577093e+01°)
1.31522483219216e+03	(-9.55056402507448e+01dB,8.42564718818245e+01°)
1.31825673855633e+03	(-9.54456370756085e+01dB,8.42432285230977e+01°)
1.32129563418649e+03	(-9.53856338858244e+01dB,8.42299546110974e+01°)
1.32434153519458e+03	(-9.53256306813250e+01dB,8.42166500752283e+01°)
1.32739445772966e+03	(-9.52656274620424e+01dB,8.42033148447312e+01°)
1.33045441797801e+03	(-9.52056242279085e+01dB,8.41899488486829e+01°)
1.33352143216324e+03	(-9.51456209788548e+01dB,8.41765520159953e+01°)
1.33659551654636e+03	(-9.50856177148125e+01dB,8.41631242754154e+01°)
1.33967668742585e+03	(-9.50256144357126e+01dB,8.41496655555246e+01°)
1.34276496113778e+03	(-9.49656111414855e+01dB,8.41361757847387e+01°)
1.34586035405587e+03	(-9.49056078320616e+01dB,8.41226548913072e+01°)
1.34896288259157e+03	(-9.48456045073708e+01dB,8.41091028033129e+01°)
1.35207256319419e+03	(-9.47856011673426e+01dB,8.40955194486717e+01°)
1.35518941235095e+03	(-9.47255978119065e+01dB,8.40819047551322e+01°)
1.35831344658707e+03	(-9.46655944409913e+01dB,8.40682586502750e+01°)
1.36144468246587e+03	(-9.46055910545257e+01dB,8.40545810615127e+01°)
1.36458313658884e+03	(-9.45455876524379e+01dB,8.40408719160893e+01°)
1.36772882559576e+03	(-9.44855842346560e+01dB,8.40271311410798e+01°)
1.37088176616477e+03	(-9.44255808011077e+01dB,8.40133586633899e+01°)
1.37404197501243e+03	(-9.43655773517202e+01dB,8.39995544097553e+01°)
1.37720946889386e+03	(-9.43055738864205e+01dB,8.39857183067418e+01°)
1.38038426460280e+03	(-9.42455704051352e+01dB,8.39718502807445e+01°)
1.38356637897170e+03	(-9.41855669077907e+01dB,8.39579502579876e+01°)
1.38675582887180e+03	(-9.41255633943129e+01dB,8.39440181645240e+01°)
1.38995263121327e+03	(-9.40655598646275e+01dB,8.39300539262345e+01°)
1.39315680294522e+03	(-9.40055563186596e+01dB,8.39160574688281e+01°)
1.39636836105585e+03	(-9.39455527563344e+01dB,8.39020287178410e+01°)
1.39958732257253e+03	(-9.38855491775763e+01dB,8.38879675986363e+01°)
1.40281370456187e+03	(-9.38255455823096e+01dB,8.38738740364041e+01°)
1.40604752412983e+03	(-9.37655419704581e+01dB,8.38597479561603e+01°)
1.40928879842179e+03	(-9.37055383419455e+01dB,8.38455892827466e+01°)
1.41253754462267e+03	(-9.36455346966950e+01dB,8.38313979408304e+01°)
1.41579377995699e+03	(-9.35855310346293e+01dB,8.38171738549036e+01°)
1.41905752168900e+03	(-9.35255273556710e+01dB,8.38029169492831e+01°)
1.42232878712273e+03	(-9.34655236597422e+01dB,8.37886271481095e+01°)
1.42560759360210e+03	(-9.34055199467646e+01dB,8.37743043753473e+01°)
1.42889395851101e+03	(-9.33455162166597e+01dB,8.37599485547845e+01°)
1.43218789927345e+03	(-9.32855124693485e+01dB,8.37455596100316e+01°)
1.43548943335357e+03	(-9.32255087047517e+01dB,8.37311374645218e+01°)
1.43879857825576e+03	(-9.31655049227897e+01dB,8.37166820415102e+01°)
1.44211535152478e+03	(-9.31055011233823e+01dB,8.37021932640737e+01°)
1.44543977074584e+03	(-9.30454973064491e+01dB,8.36876710551103e+01°)
1.44877185354467e+03	(-9.29854934719094e+01dB,8.36731153373387e+01°)
1.45211161758765e+03	(-9.29254896196821e+01dB,8.36585260332980e+01°)
1.45545908058187e+03	(-9.28654857496855e+01dB,8.36439030653473e+01°)
1.45881426027526e+03	(-9.28054818618378e+01dB,8.36292463556651e+01°)
1.46217717445663e+03	(-9.27454779560566e+01dB,8.36145558262492e+01°)
1.46554784095582e+03	(-9.26854740322594e+01dB,8.35998313989157e+01°)
1.46892627764377e+03	(-9.26254700903631e+01dB,8.35850729952991e+01°)
1.47231250243263e+03	(-9.25654661302842e+01dB,8.35702805368518e+01°)
1.47570653327580e+03	(-9.25054621519390e+01dB,8.35554539448434e+01°)
1.47910838816811e+03	(-9.24454581552432e+01dB,8.35405931403604e+01°)
1.48251808514586e+03	(-9.23854541401123e+01dB,8.35256980443059e+01°)
1.48593564228691e+03	(-9.23254501064613e+01dB,8.35107685773990e+01°)
1.48936107771082e+03	(-9.22654460542049e+01dB,8.34958046601745e+01°)
1.49279440957890e+03	(-9.22054419832572e+01dB,8.34808062129823e+01°)
1.49623565609434e+03	(-9.21454378935322e+01dB,8.34657731559872e+01°)
1.49968483550228e+03	(-9.20854337849432e+01dB,8.34507054091680e+01°)
1.50314196608993e+03	(-9.20254296574034e+01dB,8.34356028923177e+01°)
1.50660706618665e+03	(-9.19654255108254e+01dB,8.34204655250426e+01°)
1.51008015416405e+03	(-9.19054213451214e+01dB,8.34052932267620e+01°)
1.51356124843611e+03	(-9.18454171602033e+01dB,8.33900859167076e+01°)
1.51705036745924e+03	(-9.17854129559826e+01dB,8.33748435139236e+01°)
1.52054752973240e+03	(-9.17254087323702e+01dB,8.33595659372653e+01°)
1.52405275379719e+03	(-9.16654044892768e+01dB,8.33442531053998e+01°)
1.52756605823797e+03	(-9.16054002266127e+01dB,8.33289049368045e+01°)
1.53108746168193e+03	(-9.15453959442876e+01dB,8.33135213497673e+01°)
1.53461698279920e+03	(-9.14853916422109e+01dB,8.32981022623861e+01°)
1.53815464030294e+03	(-9.14253873202915e+01dB,8.32826475925680e+01°)
1.54170045294946e+03	(-9.13653829784381e+01dB,8.32671572580292e+01°)
1.54525443953831e+03	(-9.13053786165588e+01dB,8.32516311762942e+01°)
1.54881661891238e+03	(-9.12453742345612e+01dB,8.32360692646959e+01°)
1.55238700995798e+03	(-9.11853698323527e+01dB,8.32204714403745e+01°)
1.55596563160497e+03	(-9.11253654098401e+01dB,8.32048376202776e+01°)
1.55955250282685e+03	(-9.10653609669298e+01dB,8.31891677211592e+01°)
1.56314764264085e+03	(-9.10053565035279e+01dB,8.31734616595799e+01°)
1.56675107010805e+03	(-9.09453520195399e+01dB,8.31577193519056e+01°)
1.57036280433345e+03	(-9.08853475148709e+01dB,8.31419407143080e+01°)
1.57398286446612e+03	(-9.08253429894256e+01dB,8.31261256627633e+01°)
1.57761126969925e+03	(-9.07653384431084e+01dB,8.31102741130522e+01°)
1.58124803927028e+03	(-9.07053338758229e+01dB,8.30943859807594e+01°)
1.58489319246101e+03	(-9.06453292874726e+01dB,8.30784611812729e+01°)
1.58854674859768e+03	(-9.05853246779604e+01dB,8.30624996297839e+01°)
1.59220872705107e+03	(-9.05253200471888e+01dB,8.30465012412859e+01°)
1.59587914723663e+03	(-9.04653153950598e+01dB,8.30304659305745e+01°)
1.59955802861456e+03	(-9.04053107214750e+01dB,8.30143936122470e+01°)
1.60324539068994e+03	(-9.03453060263355e+01dB,8.29982842007018e+01°)
1.60694125301277e+03	(-9.02853013095421e+01dB,8.29821376101378e+01°)
1.61064563517817e+03	(-9.02252965709949e+01dB,8.29659537545541e+01°)
1.61435855682638e+03	(-9.01652918105937e+01dB,8.29497325477496e+01°)
1.61808003764296e+03	(-9.01052870282377e+01dB,8.29334739033223e+01°)
1.62181009735882e+03	(-9.00452822238259e+01dB,8.29171777346690e+01°)
1.62554875575038e+03	(-8.99852773972566e+01dB,8.29008439549848e+01°)
1.62929603263962e+03	(-8.99252725484276e+01dB,8.28844724772624e+01°)
1.63305194789423e+03	(-8.98652676772366e+01dB,8.28680632142921e+01°)
1.63681652142770e+03	(-8.98052627835803e+01dB,8.28516160786606e+01°)
1.64058977319943e+03	(-8.97452578673552e+01dB,8.28351309827513e+01°)
1.64437172321482e+03	(-8.96852529284575e+01dB,8.28186078387433e+01°)
1.64816239152540e+03	(-8.96252479667826e+01dB,8.28020465586110e+01°)
1.65196179822891e+03	(-8.95652429822255e+01dB,8.27854470541239e+01°)
1.65576996346942e+03	(-8.95052379746810e+01dB,8.27688092368456e+01°)
1.65958690743745e+03	(-8.94452329440429e+01dB,8.27521330181337e+01°)
1.66341265037006e+03	(-8.93852278902050e+01dB,8.27354183091393e+01°)
1.66724721255095e+03	(-8.93252228130603e+01dB,8.27186650208064e+01°)
1.67109061431060e+03	(-8.92652177125015e+01dB,8.27018730638713e+01°)
1.67494287602633e+03	(-8.92052125884207e+01dB,8.26850423488623e+01°)
1.67880401812245e+03	(-8.91452074407095e+01dB,8.26681727860991e+01°)
1.68267406107036e+03	(-8.90852022692590e+01dB,8.26512642856925e+01°)
1.68655302538863e+03	(-8.90251970739600e+01dB,8.26343167575434e+01°)
1.69044093164315e+03	(-8.89651918547024e+01dB,8.26173301113430e+01°)
1.69433780044722e+03	(-8.89051866113759e+01dB,8.26003042565716e+01°)
1.69824365246163e+03	(-8.88451813438697e+01dB,8.25832391024988e+01°)
1.70215850839484e+03	(-8.87851760520723e+01dB,8.25661345581823e+01°)
1.70608238900301e+03	(-8.87251707358718e+01dB,8.25489905324679e+01°)
1.71001531509017e+03	(-8.86651653951559e+01dB,8.25318069339887e+01°)
1.71395730750831e+03	(-8.86051600298116e+01dB,8.25145836711649e+01°)
1.71790838715747e+03	(-8.85451546397253e+01dB,8.24973206522030e+01°)
1.72186857498589e+03	(-8.84851492247832e+01dB,8.24800177850953e+01°)
1.72583789199009e+03	(-8.84251437848707e+01dB,8.24626749776196e+01°)
1.72981635921499e+03	(-8.83651383198728e+01dB,8.24452921373387e+01°)
1.73380399775402e+03	(-8.83051328296740e+01dB,8.24278691715993e+01°)
1.73780082874926e+03	(-8.82451273141581e+01dB,8.24104059875325e+01°)
1.74180687339150e+03	(-8.81851217732085e+01dB,8.23929024920524e+01°)
1.74582215292039e+03	(-8.81251162067081e+01dB,8.23753585918559e+01°)
1.74984668862454e+03	(-8.80651106145392e+01dB,8.23577741934224e+01°)
1.75388050184164e+03	(-8.80051049965835e+01dB,8.23401492030128e+01°)
1.75792361395857e+03	(-8.79450993527222e+01dB,8.23224835266696e+01°)
1.76197604641151e+03	(-8.78850936828361e+01dB,8.23047770702156e+01°)
1.76603782068605e+03	(-8.78250879868052e+01dB,8.22870297392542e+01°)
1.77010895831730e+03	(-8.77650822645091e+01dB,8.22692414391681e+01°)
1.77418948089005e+03	(-8.77050765158269e+01dB,8.22514120751196e+01°)
1.77827941003880e+03	(-8.76450707406369e+01dB,8.22335415520491e+01°)
1.78237876744797e+03	(-8.75850649388172e+01dB,8.22156297746755e+01°)
1.78648757485193e+03	(-8.75250591102450e+01dB,8.21976766474951e+01°)
1.79060585403517e+03	(-8.74650532547971e+01dB,8.21796820747813e+01°)
1.79473362683241e+03	(-8.74050473723497e+01dB,8.21616459605838e+01°)
1.79887091512867e+03	(-8.73450414627786e+01dB,8.21435682087285e+01°)
1.80301774085945e+03	(-8.72850355259587e+01dB,8.21254487228166e+01°)
1.80717412601080e+03	(-8.72250295617645e+01dB,8.21072874062243e+01°)
1.81134009261948e+03	(-8.71650235700700e+01dB,8.20890841621019e+01°)
1.81551566277301e+03	(-8.71050175507486e+01dB,8.20708388933738e+01°)
1.81970085860986e+03	(-8.70450115036729e+01dB,8.20525515027374e+01°)
1.82389570231951e+03	(-8.69850054287152e+01dB,8.20342218926631e+01°)
1.82810021614262e+03	(-8.69249993257470e+01dB,8.20158499653932e+01°)
1.83231442237109e+03	(-8.68649931946394e+01dB,8.19974356229417e+01°)
1.83653834334822e+03	(-8.68049870352628e+01dB,8.19789787670940e+01°)
1.84077200146883e+03	(-8.67449808474869e+01dB,8.19604792994055e+01°)
1.84501541917935e+03	(-8.66849746311809e+01dB,8.19419371212020e+01°)
1.84926861897795e+03	(-8.66249683862136e+01dB,8.19233521335785e+01°)
1.85353162341468e+03	(-8.65649621124529e+01dB,8.19047242373990e+01°)
1.85780445509157e+03	(-8.65049558097662e+01dB,8.18860533332959e+01°)
1.86208713666274e+03	(-8.64449494780203e+01dB,8.18673393216691e+01°)
1.86637969083454e+03	(-8.63849431170813e+01dB,8.18485821026859e+01°)
1.87068214036567e+03	(-8.63249367268149e+01dB,8.18297815762803e+01°)
1.87499450806729e+03	(-8.62649303070861e+01dB,8.18109376421522e+01°)
1.87931681680314e+03	(-8.62049238577590e+01dB,8.17920501997672e+01°)
1.88364908948967e+03	(-8.61449173786975e+01dB,8.17731191483558e+01°)
1.88799134909616e+03	(-8.60849108697646e+01dB,8.17541443869129e+01°)
1.89234361864485e+03	(-8.60249043308228e+01dB,8.17351258141973e+01°)
1.89670592121102e+03	(-8.59648977617339e+01dB,8.17160633287309e+01°)
1.90107827992317e+03	(-8.59048911623590e+01dB,8.16969568287985e+01°)
1.90546071796312e+03	(-8.58448845325588e+01dB,8.16778062124469e+01°)
1.90985325856611e+03	(-8.57848778721931e+01dB,8.16586113774845e+01°)
1.91425592502095e+03	(-8.57248711811212e+01dB,8.16393722214807e+01°)
1.91866874067016e+03	(-8.56648644592017e+01dB,8.16200886417652e+01°)
1.92309172891003e+03	(-8.56048577062926e+01dB,8.16007605354277e+01°)
1.92752491319080e+03	(-8.55448509222512e+01dB,8.15813877993170e+01°)
1.93196831701679e+03	(-8.54848441069342e+01dB,8.15619703300408e+01°)
1.93642196394647e+03	(-8.54248372601976e+01dB,8.15425080239645e+01°)
1.94088587759264e+03	(-8.53648303818966e+01dB,8.15230007772114e+01°)
1.94536008162253e+03	(-8.53048234718861e+01dB,8.15034484856615e+01°)
1.94984459975791e+03	(-8.52448165300200e+01dB,8.14838510449512e+01°)
1.95433945577526e+03	(-8.51848095561516e+01dB,8.14642083504727e+01°)
1.95884467350585e+03	(-8.51248025501337e+01dB,8.14445202973734e+01°)
1.96336027683591e+03	(-8.50647955118181e+01dB,8.14247867805551e+01°)
1.96788628970671e+03	(-8.50047884410562e+01dB,8.14050076946736e+01°)
1.97242273611472e+03	(-8.49447813376988e+01dB,8.13851829341383e+01°)
1.97696964011172e+03	(-8.48847742015956e+01dB,8.13653123931113e+01°)
1.98152702580496e+03	(-8.48247670325960e+01dB,8.13453959655068e+01°)
1.98609491735723e+03	(-8.47647598305485e+01dB,8.13254335449906e+01°)
1.99067333898705e+03	(-8.47047525953010e+01dB,8.13054250249797e+01°)
1.99526231496874e+03	(-8.46447453267006e+01dB,8.12853702986412e+01°)
1.99986186963260e+03	(-8.45847380245939e+01dB,8.12652692588923e+01°)
2.00447202736502e+03	(-8.45247306888266e+01dB,8.12451217983992e+01°)
2.00909281260859e+03	(-8.44647233192437e+01dB,8.12249278095768e+01°)
2.01372424986225e+03	(-8.44047159156896e+01dB,8.12046871845878e+01°)
2.01836636368142e+03	(-8.43447084780080e+01dB,8.11843998153424e+01°)
2.02301917867813e+03	(-8.42847010060417e+01dB,8.11640655934976e+01°)
2.02768271952114e+03	(-8.42246934996330e+01dB,8.11436844104566e+01°)
2.03235701093608e+03	(-8.41646859586233e+01dB,8.11232561573678e+01°)
2.03704207770558e+03	(-8.41046783828533e+01dB,8.11027807251249e+01°)
2.04173794466939e+03	(-8.40446707721631e+01dB,8.10822580043657e+01°)
2.04644463672453e+03	(-8.39846631263919e+01dB,8.10616878854718e+01°)
2.05116217882542e+03	(-8.39246554453783e+01dB,8.10410702585677e+01°)
2.05589059598400e+03	(-8.38646477289601e+01dB,8.10204050135205e+01°)
2.06062991326986e+03	(-8.38046399769744e+01dB,8.09996920399390e+01°)
2.06538015581038e+03	(-8.37446321892574e+01dB,8.09789312271732e+01°)
2.07014134879090e+03	(-8.36846243656447e+01dB,8.09581224643138e+01°)
2.07491351745476e+03	(-8.36246165059711e+01dB,8.09372656401913e+01°)
2.07969668710355e+03	(-8.35646086100707e+01dB,8.09163606433755e+01°)
2.08449088309714e+03	(-8.35046006777768e+01dB,8.08954073621750e+01°)
2.08929613085389e+03	(-8.34445927089218e+01dB,8.08744056846363e+01°)
2.09411245585074e+03	(-8.33845847033375e+01dB,8.08533554985434e+01°)
2.09893988362338e+03	(-8.33245766608549e+01dB,8.08322566914170e+01°)
2.10377843976633e+03	(-8.32645685813043e+01dB,8.08111091505140e+01°)
2.10862814993314e+03	(-8.32045604645149e+01dB,8.07899127628266e+01°)
2.11348903983650e+03	(-8.31445523103156e+01dB,8.07686674150822e+01°)
2.11836113524835e+03	(-8.30845441185340e+01dB,8.07473729937421e+01°)
2.12324446200007e+03	(-8.30245358889974e+01dB,8.07260293850013e+01°)
2.12813904598256e+03	(-8.29645276215320e+01dB,8.07046364747876e+01°)
2.13304491314642e+03	(-8.29045193159632e+01dB,8.06831941487611e+01°)
2.13796208950208e+03	(-8.28445109721158e+01dB,8.06617022923136e+01°)
2.14289060111991e+03	(-8.27845025898136e+01dB,8.06401607905678e+01°)
2.14783047413038e+03	(-8.27244941688797e+01dB,8.06185695283767e+01°)
2.15278173472422e+03	(-8.26644857091363e+01dB,8.05969283903230e+01°)
2.15774440915251e+03	(-8.26044772104049e+01dB,8.05752372607181e+01°)
2.16271852372687e+03	(-8.25444686725062e+01dB,8.05534960236022e+01°)
2.16770410481954e+03	(-8.24844600952599e+01dB,8.05317045627430e+01°)
2.17270117886359e+03	(-8.24244514784849e+01dB,8.05098627616349e+01°)
2.17770977235300e+03	(-8.23644428219995e+01dB,8.04879705034990e+01°)
2.18272991184285e+03	(-8.23044341256210e+01dB,8.04660276712820e+01°)
2.18776162394940e+03	(-8.22444253891658e+01dB,8.04440341476556e+01°)
2.19280493535029e+03	(-8.21844166124496e+01dB,8.04219898150158e+01°)
2.19785987278467e+03	(-8.21244077952871e+01dB,8.03998945554822e+01°)
2.20292646305330e+03	(-8.20643989374924e+01dB,8.03777482508975e+01°)
2.20800473301874e+03	(-8.20043900388785e+01dB,8.03555507828267e+01°)
2.21309470960548e+03	(-8.19443810992575e+01dB,8.03333020325565e+01°)
2.21819641980006e+03	(-8.18843721184410e+01dB,8.03110018810943e+01°)
2.22330989065124e+03	(-8.18243630962394e+01dB,8.02886502091682e+01°)
2.22843514927014e+03	(-8.17643540324623e+01dB,8.02662468972255e+01°)
2.23357222283037e+03	(-8.17043449269186e+01dB,8.02437918254326e+01°)
2.23872113856818e+03	(-8.16443357794161e+01dB,8.02212848736742e+01°)
2.24388192378260e+03	(-8.15843265897618e+01dB,8.01987259215523e+01°)
2.24905460583562e+03	(-8.15243173577618e+01dB,8.01761148483860e+01°)
2.25423921215227e+03	(-8.14643080832215e+01dB,8.01534515332103e+01°)
2.25943577022081e+03	(-8.14042987659451e+01dB,8.01307358547760e+01°)
2.26464430759290e+03	(-8.13442894057361e+01dB,8.01079676915484e+01°)
2.26986485188366e+03	(-8.12842800023971e+01dB,8.00851469217069e+01°)
2.27509743077191e+03	(-8.12242705557296e+01dB,8.00622734231442e+01°)
2.28034207200025e+03	(-8.11642610655345e+01dB,8.00393470734660e+01°)
2.28559880337526e+03	(-8.11042515316116e+01dB,8.00163677499896e+01°)
2.29086765276761e+03	(-8.10442419537597e+01dB,7.99933353297437e+01°)
2.29614864811220e+03	(-8.09842323317769e+01dB,7.99702496894676e+01°)
2.30144181740834e+03	(-8.09242226654602e+01dB,7.99471107056103e+01°)
2.30674718871990e+03	(-8.08642129546058e+01dB,7.99239182543301e+01°)
2.31206479017543e+03	(-8.08042031990089e+01dB,7.99006722114936e+01°)
2.31739464996831e+03	(-8.07441933984638e+01dB,7.98773724526751e+01°)
2.32273679635694e+03	(-8.06841835527636e+01dB,7.98540188531560e+01°)
2.32809125766484e+03	(-8.06241736617010e+01dB,7.98306112879239e+01°)
2.33345806228083e+03	(-8.05641637250671e+01dB,7.98071496316718e+01°)
2.33883723865918e+03	(-8.05041537426527e+01dB,7.97836337587979e+01°)
2.34422881531975e+03	(-8.04441437142471e+01dB,7.97600635434040e+01°)
2.34963282084814e+03	(-8.03841336396389e+01dB,7.97364388592957e+01°)
2.35504928389584e+03	(-8.03241235186156e+01dB,7.97127595799810e+01°)
2.36047823318040e+03	(-8.02641133509640e+01dB,7.96890255786699e+01°)
2.36591969748558e+03	(-8.02041031364697e+01dB,7.96652367282737e+01°)
2.37137370566148e+03	(-8.01440928749171e+01dB,7.96413929014038e+01°)
2.37684028662470e+03	(-8.00840825660902e+01dB,7.96174939703717e+01°)
2.38231946935851e+03	(-8.00240722097715e+01dB,7.95935398071875e+01°)
2.38781128291300e+03	(-7.99640618057427e+01dB,7.95695302835599e+01°)
2.39331575640521e+03	(-7.99040513537845e+01dB,7.95454652708949e+01°)
2.39883291901931e+03	(-7.98440408536766e+01dB,7.95213446402951e+01°)
2.40436280000676e+03	(-7.97840303051977e+01dB,7.94971682625594e+01°)
2.40990542868642e+03	(-7.97240197081254e+01dB,7.94729360081816e+01°)
2.41546083444476e+03	(-7.96640090622363e+01dB,7.94486477473504e+01°)
2.42102904673600e+03	(-7.96039983673062e+01dB,7.94243033499479e+01°)
2.42661009508224e+03	(-7.95439876231095e+01dB,7.93999026855494e+01°)
2.43220400907364e+03	(-7.94839768294199e+01dB,7.93754456234222e+01°)
2.43781081836857e+03	(-7.94239659860099e+01dB,7.93509320325252e+01°)
2.44343055269379e+03	(-7.93639550926510e+01dB,7.93263617815081e+01°)
2.44906324184456e+03	(-7.93039441491136e+01dB,7.93017347387105e+01°)
2.45470891568485e+03	(-7.92439331551671e+01dB,7.92770507721610e+01°)
2.46036760414744e+03	(-7.91839221105799e+01dB,7.92523097495768e+01°)
2.46603933723416e+03	(-7.91239110151192e+01dB,7.92275115383627e+01°)
2.47172414501595e+03	(-7.90638998685513e+01dB,7.92026560056104e+01°)
2.47742205763310e+03	(-7.90038886706413e+01dB,7.91777430180975e+01°)
2.48313310529538e+03	(-7.89438774211534e+01dB,7.91527724422872e+01°)
2.48885731828220e+03	(-7.88838661198504e+01dB,7.91277441443270e+01°)
2.49459472694277e+03	(-7.88238547664943e+01dB,7.91026579900482e+01°)
2.50034536169624e+03	(-7.87638433608460e+01dB,7.90775138449653e+01°)
2.50610925303193e+03	(-7.87038319026652e+01dB,7.90523115742747e+01°)
2.51188643150939e+03	(-7.86438203917105e+01dB,7.90270510428544e+01°)
2.51767692775867e+03	(-7.85838088277394e+01dB,7.90017321152629e+01°)
2.52348077248038e+03	(-7.85237972105084e+01dB,7.89763546557385e+01°)
2.52929799644595e+03	(-7.84637855397728e+01dB,7.89509185281986e+01°)
2.53512863049772e+03	(-7.84037738152868e+01dB,7.89254235962389e+01°)
2.54097270554911e+03	(-7.83437620368034e+01dB,7.88998697231323e+01°)
2.54683025258485e+03	(-7.82837502040747e+01dB,7.88742567718286e+01°)
2.55270130266105e+03	(-7.82237383168514e+01dB,7.88485846049532e+01°)
2.55858588690545e+03	(-7.81637263748832e+01dB,7.88228530848066e+01°)
2.56448403651752e+03	(-7.81037143779186e+01dB,7.87970620733636e+01°)
2.57039578276867e+03	(-7.80437023257050e+01dB,7.87712114322724e+01°)
2.57632115700238e+03	(-7.79836902179886e+01dB,7.87453010228537e+01°)
2.58226019063440e+03	(-7.79236780545146e+01dB,7.87193307060999e+01°)
2.58821291515290e+03	(-7.78636658350267e+01dB,7.86933003426746e+01°)
2.59417936211862e+03	(-7.78036535592679e+01dB,7.86672097929114e+01°)
2.60015956316507e+03	(-7.77436412269795e+01dB,7.86410589168133e+01°)
2.60615354999870e+03	(-7.76836288379021e+01dB,7.86148475740515e+01°)
2.61216135439901e+03	(-7.76236163917747e+01dB,7.85885756239654e+01°)
2.61818300821879e+03	(-7.75636038883355e+01dB,7.85622429255608e+01°)
2.62421854338424e+03	(-7.75035913273211e+01dB,7.85358493375097e+01°)
2.63026799189518e+03	(-7.74435787084673e+01dB,7.85093947181492e+01°)
2.63633138582518e+03	(-7.73835660315085e+01dB,7.84828789254809e+01°)
2.64240875732175e+03	(-7.73235532961777e+01dB,7.84563018171698e+01°)
2.64850013860650e+03	(-7.72635405022070e+01dB,7.84296632505435e+01°)
2.65460556197534e+03	(-7.72035276493272e+01dB,7.84029630825915e+01°)
2.66072505979861e+03	(-7.71435147372678e+01dB,7.83762011699643e+01°)
2.66685866452128e+03	(-7.70835017657571e+01dB,7.83493773689725e+01°)
2.67300640866311e+03	(-7.70234887345220e+01dB,7.83224915355860e+01°)
